C:\Users\Kingsley E. Nweye\Documents\eQUEST 3-65 Projects\Project 3\Project 3 - Baseline Design,,,,,,,,,,,,,,,,,,
Simulated:  2020-Nov-09 07:16:34,,,,,,,,,,,,,,,,,,
CSV Written:  2020-Nov-09 07:16:34,,,,,,,,,,,,,,,,,,
eQUEST 3.65.7175,,,,,,,,,,,,,,,,,,
,,,,Hourly Report,,,,,,,,,,,,,,
1,12,16,7,72.9142,0,0,0,0,0,0,0,0,0,0,0,412.538,0,412.538
1,12,17,7,8.12382,0,0,0,0,0,0,0,0,0,0,0,412.039,0,412.039
1,12,18,7,0,0,0,0,0,0,0,0,0,0,0,0,411.945,0,411.945
1,12,19,7,0,0,0,0,0,0,0,0,0,0,0,0,412.033,0,412.033
1,12,20,7,0,0,0,0,0,0,0,0,0,0,0,0,413.086,0,413.086
1,12,21,7,0,0,0,0,0,0,0,0,0,0,0,0,413.981,0,413.981
1,12,22,7,0,0,0,0,0,0,0,0,0,0,0,0,414.893,0,414.893
1,12,23,7,0,0,0,0,0,0,0,0,0,0,0,0,415.711,0,415.711
1,12,24,7,0,0,0,0,0,0,0,0,0,0,0,0,416.465,0,416.465
1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,751.043,0,751.043
1,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,751.635,0,751.635
1,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,752.069,0,752.069
1,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,752.491,0,752.491
1,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,752.954,0,752.954
1,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,753.4,0,753.4
1,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1240.45,0,1240.45
1,13,8,1,7.41194,0,0,0,0,1.18E+06,0,0,0,0,0,0,5052.08,0,1.18E+06
1,13,9,1,73.8018,0,0,0,0,592669,0,0,0,0,0,0,5052.25,0,597722
1,13,10,1,82.6324,0,0,0,0,452004,0,0,0,0,0,0,8847.46,0,460852
1,13,11,1,112.491,0,0,0,0,395019,0,0,0,0,0,0,8842.59,0,403862
1,13,12,1,102.019,0,0,0,0,359350,0,0,0,0,0,0,8840.43,0,368190
1,13,13,1,116.937,0,0,0,0,310111,0,0,0,0,0,0,8839.31,0,318950
