C:\Users\Kingsley E. Nweye\Documents\eQUEST 3-65 Projects\Project 3\Project 3 - Baseline Design,,,,,,,,,,,,,,,,,,
Simulated:  2020-Nov-09 07:24:03,,,,,,,,,,,,,,,,,,
CSV Written:  2020-Nov-09 07:24:03,,,,,,,,,,,,,,,,,,
eQUEST 3.65.7175,,,,,,,,,,,,,,,,,,
,,,,Hourly Report,,,,,,,,,,,,,,
,,,,EM1 Hourly Report Block,,FM1 Hourly Report Block,,,,,,,,,,,,
,,,,EXTERIOR-WALL,,FUEL-METER,,,,,,,,,,,,
,,,,EL1 Roof (T.16.E17),,FM1,,,,,,,,,,,,
,,,Day,Var 1,Var 19,Var 1,Var 2,Var 3,Var 4,Var 5,Var 6,Var 7,Var 8,Var 9,Var 10,Var 11,Var 12,Var 20
Month,Day,Hour,Type,Total solar rad on wall after shading (Btu/Hr-Ft2),Surface total solar radiation (Btu/hr-ft2),Lighting end-use energy,Task lighting end-use energy,Miscellaneous equipment end-use energy,Heating end-use energy,Cooling end-use energy,Heat rejection end-use energy,Auxiliary end-use energy (pumps),Vent fan end-use energy,Refrigeration systems end-use energy,Supplemental heat pump end-use energy,Domestic hot water end-use energy,Exterior to the building end-use energy,Total end-use energy
1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,443.337,0,443.337
1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,443.729,0,443.729
1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,444.277,0,444.277
1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,444.906,0,444.906
1,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,445.458,0,445.458
1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,446.017,0,446.017
1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,446.527,0,446.527
1,1,8,8,2.13544,0,0,0,0,0,0,0,0,0,0,0,447.036,0,447.036
1,1,9,8,30.6052,0,0,0,0,0,0,0,0,0,0,0,447.496,0,447.496
1,1,10,8,47.9061,0,0,0,0,0,0,0,0,0,0,0,447.865,0,447.865
1,1,11,8,60.5096,0,0,0,0,0,0,0,0,0,0,0,448.209,0,448.209
1,1,12,8,46.9262,0,0,0,0,0,0,0,0,0,0,0,448.135,0,448.135
1,1,13,8,47.9297,0,0,0,0,0,0,0,0,0,0,0,447.934,0,447.934
1,1,14,8,27.9079,0,0,0,0,0,0,0,0,0,0,0,447.717,0,447.717
1,1,15,8,14.4653,0,0,0,0,0,0,0,0,0,0,0,447.53,0,447.53
1,1,16,8,7.89446,0,0,0,0,0,0,0,0,0,0,0,447.216,0,447.216
1,1,17,8,0,0,0,0,0,0,0,0,0,0,0,0,447.193,0,447.193
1,1,18,8,0,0,0,0,0,0,0,0,0,0,0,0,447.222,0,447.222
1,1,19,8,0,0,0,0,0,0,0,0,0,0,0,0,447.261,0,447.261
1,1,20,8,0,0,0,0,0,0,0,0,0,0,0,0,447.391,0,447.391
1,1,21,8,0,0,0,0,0,0,0,0,0,0,0,0,447.466,0,447.466
1,1,22,8,0,0,0,0,0,0,0,0,0,0,0,0,447.514,0,447.514
1,1,23,8,0,0,0,0,0,0,0,0,0,0,0,0,447.488,0,447.488
1,1,24,8,0,0,0,0,0,0,0,0,0,0,0,0,447.511,0,447.511
1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,781.375,0,781.375
1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,781.385,0,781.385
1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,781.253,0,781.253
1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,781.157,0,781.157
1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,781.054,0,781.054
1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,781.053,0,781.053
1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1267.61,0,1267.61
1,2,8,4,0,0,0,0,0,1.51E+06,0,0,0,0,0,0,5078.66,0,1.51E+06
1,2,9,4,5.94693,0,0,0,0,853761,0,0,0,0,0,0,5078.32,0,858840
1,2,10,4,75.6803,0,0,0,0,587522,0,0,0,0,0,0,8867,0,596389
1,2,11,4,160.535,0,0,0,0,434821,0,0,0,0,0,0,8857.65,0,443678
1,2,12,4,22.134,0,0,0,0,424426,0,0,0,0,0,0,8854.26,0,433280
1,2,13,4,21.1774,0,0,0,0,376627,0,0,0,0,0,0,8852.07,0,385479
1,2,14,4,13.9122,0,0,0,0,337347,0,0,0,0,0,0,8850.42,0,346198
1,2,15,4,9.8488,0,0,0,0,297642,0,0,0,0,0,0,8848.97,0,306491
1,2,16,4,3.56507,0,0,0,0,263981,0,0,0,0,0,0,6901.5,0,270882
1,2,17,4,0,0,0,0,0,242448,0,0,0,0,0,0,5035.22,0,247483
1,2,18,4,0,0,0,0,0,258980,0,0,0,0,0,0,3087.97,0,262068
1,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,2194.91,0,2194.91
1,2,20,4,0,0,0,0,0,0,0,0,0,0,0,0,2193.93,0,2193.93
1,2,21,4,0,0,0,0,0,0,0,0,0,0,0,0,2196.62,0,2196.62
1,2,22,4,0,0,0,0,0,0,0,0,0,0,0,0,738.326,0,738.326
1,2,23,4,0,0,0,0,0,0,0,0,0,0,0,0,739.576,0,739.576
1,2,24,4,0,0,0,0,0,0,0,0,0,0,0,0,740.174,0,740.174
1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,740.752,0,740.752
1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,741.148,0,741.148
1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,741.487,0,741.487
1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,741.807,0,741.807
1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,742.11,0,742.11
1,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,742.44,0,742.44
1,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1229.26,0,1229.26
1,3,8,5,2.76152,0,0,0,0,719317,0,0,0,0,0,0,5040.61,0,724358
1,3,9,5,31.3091,0,0,0,0,354833,0,0,0,0,0,0,5040.52,0,359874
1,3,10,5,114.566,0,0,0,0,224785,0,0,0,0,0,0,8841.72,0,233627
1,3,11,5,25.5607,0,0,0,0,232417,0,0,0,0,0,0,8838.5,0,241256
1,3,12,5,56.0635,0,0,0,0,209866,0,0,0,0,0,0,8837,0,218703
1,3,13,5,16.4408,0,0,0,0,212019,0,0,0,0,0,0,8836.12,0,220855
1,3,14,5,13.9066,0,0,0,0,193166,0,0,0,0,0,0,8835.44,0,202001
1,3,15,5,13.4779,0,0,0,0,199496,0,0,0,0,0,0,8834.8,0,208331
1,3,16,5,3.56197,0,0,0,0,200097,0,0,0,0,0,0,6888.1,0,206985
1,3,17,5,0,0,0,0,0,231968,0,0,0,0,0,0,5022.55,0,236990
1,3,18,5,0,0,0,0,0,294547,0,0,0,0,0,0,3076.02,0,297623
1,3,19,5,0,0,0,0,0,0,0,0,0,0,0,0,2183.71,0,2183.71
1,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,2183.43,0,2183.43
1,3,21,5,0,0,0,0,0,0,0,0,0,0,0,0,2184.17,0,2184.17
1,3,22,5,0,0,0,0,0,0,0,0,0,0,0,0,726.69,0,726.69
1,3,23,5,0,0,0,0,0,0,0,0,0,0,0,0,727.832,0,727.832
1,3,24,5,0,0,0,0,0,0,0,0,0,0,0,0,729.104,0,729.104
1,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,396.257,0,396.257
1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,397.254,0,397.254
1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,398.237,0,398.237
1,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,399.076,0,399.076
1,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,399.939,0,399.939
1,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,400.759,0,400.759
1,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,401.515,0,401.515
1,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,402.199,0,402.199
1,4,9,6,5.94901,0,0,0,0,0,0,0,0,0,0,0,402.89,0,402.89
1,4,10,6,9.77703,0,0,0,0,0,0,0,0,0,0,0,403.582,0,403.582
1,4,11,6,13.8659,0,0,0,0,0,0,0,0,0,0,0,404.281,0,404.281
1,4,12,6,16.4269,0,0,0,0,0,0,0,0,0,0,0,404.89,0,404.89
1,4,13,6,16.4361,0,0,0,0,0,0,0,0,0,0,0,405.492,0,405.492
1,4,14,6,13.9009,0,0,0,0,0,0,0,0,0,0,0,405.995,0,405.995
1,4,15,6,9.83503,0,0,0,0,0,0,0,0,0,0,0,406.455,0,406.455
1,4,16,6,3.55899,0,0,0,0,0,0,0,0,0,0,0,406.979,0,406.979
1,4,17,6,0,0,0,0,0,0,0,0,0,0,0,0,407.432,0,407.432
1,4,18,6,0,0,0,0,0,0,0,0,0,0,0,0,408.175,0,408.175
1,4,19,6,0,0,0,0,0,0,0,0,0,0,0,0,408.915,0,408.915
1,4,20,6,0,0,0,0,0,0,0,0,0,0,0,0,409.788,0,409.788
1,4,21,6,0,0,0,0,0,0,0,0,0,0,0,0,410.624,0,410.624
1,4,22,6,0,0,0,0,0,0,0,0,0,0,0,0,411.464,0,411.464
1,4,23,6,0,0,0,0,0,0,0,0,0,0,0,0,412.282,0,412.282
1,4,24,6,0,0,0,0,0,0,0,0,0,0,0,0,413.068,0,413.068
1,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,413.847,0,413.847
1,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,414.611,0,414.611
1,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,415.373,0,415.373
1,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,416.117,0,416.117
1,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,416.843,0,416.843
1,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,417.601,0,417.601
1,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,418.43,0,418.43
1,5,8,7,0.678373,0,0,0,0,0,0,0,0,0,0,0,419.28,0,419.28
1,5,9,7,16.8419,0,0,0,0,0,0,0,0,0,0,0,420.097,0,420.097
1,5,10,7,32.7913,0,0,0,0,0,0,0,0,0,0,0,420.991,0,420.991
1,5,11,7,237.492,0,0,0,0,0,0,0,0,0,0,0,421.865,0,421.865
1,5,12,7,291.956,0,0,0,0,0,0,0,0,0,0,0,422.623,0,422.623
1,5,13,7,268.303,0,0,0,0,0,0,0,0,0,0,0,423.225,0,423.225
1,5,14,7,32.243,0,0,0,0,0,0,0,0,0,0,0,422.266,0,422.266
1,5,15,7,173.448,0,0,0,0,0,0,0,0,0,0,0,422.003,0,422.003
1,5,16,7,111.781,0,0,0,0,0,0,0,0,0,0,0,421.482,0,421.482
1,5,17,7,0,0,0,0,0,0,0,0,0,0,0,0,422.65,0,422.65
1,5,18,7,0,0,0,0,0,0,0,0,0,0,0,0,422.092,0,422.092
1,5,19,7,0,0,0,0,0,0,0,0,0,0,0,0,422.773,0,422.773
1,5,20,7,0,0,0,0,0,0,0,0,0,0,0,0,424.252,0,424.252
1,5,21,7,0,0,0,0,0,0,0,0,0,0,0,0,425.42,0,425.42
1,5,22,7,0,0,0,0,0,0,0,0,0,0,0,0,426.727,0,426.727
1,5,23,7,0,0,0,0,0,0,0,0,0,0,0,0,428.023,0,428.023
1,5,24,7,0,0,0,0,0,0,0,0,0,0,0,0,429.341,0,429.341
1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,764.487,0,764.487
1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,765.772,0,765.772
1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,767.022,0,767.022
1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,768.247,0,768.247
1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,769.563,0,769.563
1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,770.818,0,770.818
1,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1258.62,0,1258.62
1,6,8,1,20.3242,0,0,0,0,1.67E+06,0,0,0,0,0,0,5070.86,0,1.68E+06
1,6,9,1,129.611,0,0,0,0,1.11E+06,0,0,0,0,0,0,5071.66,0,1.12E+06
1,6,10,1,209.185,0,0,0,0,826122,0,0,0,0,0,0,8863.84,0,834986
1,6,11,1,265.483,0,0,0,0,718346,0,0,0,0,0,0,8851.79,0,727198
1,6,12,1,290.741,0,0,0,0,664295,0,0,0,0,0,0,8848.59,0,673143
1,6,13,1,289.658,0,0,0,0,605869,0,0,0,0,0,0,8846.76,0,614716
1,6,14,1,260.354,0,0,0,0,542264,0,0,0,0,0,0,8845.5,0,551109
1,6,15,1,189.878,0,0,0,0,494210,0,0,0,0,0,0,8844.4,0,503054
1,6,16,1,111.258,0,0,0,0,500280,0,0,0,0,0,0,6897.25,0,507178
1,6,17,1,0,0,0,0,0,562634,0,0,0,0,0,0,5031.19,0,567665
1,6,18,1,0,0,0,0,0,610360,0,0,0,0,0,0,3084.31,0,613444
1,6,19,1,0,0,0,0,0,0,0,0,0,0,0,0,2191.64,0,2191.64
1,6,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2191.06,0,2191.06
1,6,21,1,0,0,0,0,0,0,0,0,0,0,0,0,2193.85,0,2193.85
1,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,738.638,0,738.638
1,6,23,1,0,0,0,0,0,0,0,0,0,0,0,0,741.151,0,741.151
1,6,24,1,0,0,0,0,0,0,0,0,0,0,0,0,743.572,0,743.572
1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,745.445,0,745.445
1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,747.083,0,747.083
1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,748.544,0,748.544
1,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,749.903,0,749.903
1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,751.197,0,751.197
1,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,752.417,0,752.417
1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1240.14,0,1240.14
1,7,8,2,20.7131,0,0,0,0,1.37E+06,0,0,0,0,0,0,5052.25,0,1.37E+06
1,7,9,2,129.305,0,0,0,0,742841,0,0,0,0,0,0,5053.02,0,747894
1,7,10,2,215.998,0,0,0,0,550204,0,0,0,0,0,0,8847.86,0,559052
1,7,11,2,258.283,0,0,0,0,486167,0,0,0,0,0,0,8842.5,0,495009
1,7,12,2,295.08,0,0,0,0,436829,0,0,0,0,0,0,8840.3,0,445670
1,7,13,2,270.904,0,0,0,0,389788,0,0,0,0,0,0,8839.2,0,398627
1,7,14,2,84.1656,0,0,0,0,383419,0,0,0,0,0,0,8838.31,0,392257
1,7,15,2,165.932,0,0,0,0,321574,0,0,0,0,0,0,8837.49,0,330412
1,7,16,2,109.423,0,0,0,0,301359,0,0,0,0,0,0,6890.6,0,308249
1,7,17,2,0,0,0,0,0,387856,0,0,0,0,0,0,5025.01,0,392881
1,7,18,2,0,0,0,0,0,446196,0,0,0,0,0,0,3078.34,0,449275
1,7,19,2,0,0,0,0,0,0,0,0,0,0,0,0,2185.94,0,2185.94
1,7,20,2,0,0,0,0,0,0,0,0,0,0,0,0,2185.63,0,2185.63
1,7,21,2,0,0,0,0,0,0,0,0,0,0,0,0,2187.13,0,2187.13
1,7,22,2,0,0,0,0,0,0,0,0,0,0,0,0,730.647,0,730.647
1,7,23,2,0,0,0,0,0,0,0,0,0,0,0,0,732.342,0,732.342
1,7,24,2,0,0,0,0,0,0,0,0,0,0,0,0,734.057,0,734.057
1,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,735.306,0,735.306
1,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,736.55,0,736.55
1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,737.524,0,737.524
1,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,738.439,0,738.439
1,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,739.291,0,739.291
1,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,740.094,0,740.094
1,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1227.39,0,1227.39
1,8,8,3,12.6046,0,0,0,0,925735,0,0,0,0,0,0,5039.08,0,930774
1,8,9,3,95.1676,0,0,0,0,467696,0,0,0,0,0,0,5039.43,0,472736
1,8,10,3,64.3458,0,0,0,0,363201,0,0,0,0,0,0,8839.7,0,372041
1,8,11,3,101.738,0,0,0,0,303054,0,0,0,0,0,0,8836.06,0,311890
1,8,12,3,43.9812,0,0,0,0,313714,0,0,0,0,0,0,8834.55,0,322549
1,8,13,3,101.25,0,0,0,0,271191,0,0,0,0,0,0,8833.81,0,280025
1,8,14,3,153.405,0,0,0,0,220221,0,0,0,0,0,0,8833.24,0,229054
1,8,15,3,74.612,0,0,0,0,206337,0,0,0,0,0,0,8832.75,0,215169
1,8,16,3,8.69431,0,0,0,0,242621,0,0,0,0,0,0,6886.14,0,249507
1,8,17,3,0,0,0,0,0,265736,0,0,0,0,0,0,5020.59,0,270756
1,8,18,3,0,0,0,0,0,312613,0,0,0,0,0,0,3074.19,0,315688
1,8,19,3,0,0,0,0,0,0,0,0,0,0,0,0,2181.97,0,2181.97
1,8,20,3,0,0,0,0,0,0,0,0,0,0,0,0,2181.78,0,2181.78
1,8,21,3,0,0,0,0,0,0,0,0,0,0,0,0,2182.35,0,2182.35
1,8,22,3,0,0,0,0,0,0,0,0,0,0,0,0,725.172,0,725.172
1,8,23,3,0,0,0,0,0,0,0,0,0,0,0,0,726.409,0,726.409
1,8,24,3,0,0,0,0,0,0,0,0,0,0,0,0,727.886,0,727.886
1,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,729.032,0,729.032
1,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,730.097,0,730.097
1,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,731.02,0,731.02
1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,731.967,0,731.967
1,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,732.841,0,732.841
1,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,733.712,0,733.712
1,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1221.12,0,1221.12
1,9,8,4,12.5443,0,0,0,0,810517,0,0,0,0,0,0,5032.91,0,815550
1,9,9,4,94.0609,0,0,0,0,426957,0,0,0,0,0,0,5033.34,0,431990
1,9,10,4,32.6147,0,0,0,0,366568,0,0,0,0,0,0,8835.87,0,375404
1,9,11,4,60.2731,0,0,0,0,338531,0,0,0,0,0,0,8832.8,0,347364
1,9,12,4,270.289,0,0,0,0,272115,0,0,0,0,0,0,8831.63,0,280947
1,9,13,4,277.691,0,0,0,0,248552,0,0,0,0,0,0,8831.13,0,257384
1,9,14,4,168.563,0,0,0,0,209122,0,0,0,0,0,0,8830.73,0,217953
1,9,15,4,173.312,0,0,0,0,178099,0,0,0,0,0,0,8830.27,0,186929
1,9,16,4,16.1081,0,0,0,0,216024,0,0,0,0,0,0,6883.68,0,222908
1,9,17,4,7.40565,0,0,0,0,268208,0,0,0,0,0,0,5018.29,0,273226
1,9,18,4,0,0,0,0,0,328846,0,0,0,0,0,0,3071.92,0,331918
1,9,19,4,0,0,0,0,0,0,0,0,0,0,0,0,2180,0,2180
1,9,20,4,0,0,0,0,0,0,0,0,0,0,0,0,2179.95,0,2179.95
1,9,21,4,0,0,0,0,0,0,0,0,0,0,0,0,2180.29,0,2180.29
1,9,22,4,0,0,0,0,0,0,0,0,0,0,0,0,723.192,0,723.192
1,9,23,4,0,0,0,0,0,0,0,0,0,0,0,0,724.54,0,724.54
1,9,24,4,0,0,0,0,0,0,0,0,0,0,0,0,726.147,0,726.147
1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,727.454,0,727.454
1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,728.707,0,728.707
1,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,729.877,0,729.877
1,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,730.953,0,730.953
1,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,731.958,0,731.958
1,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,732.962,0,732.962
1,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1220.45,0,1220.45
1,10,8,5,4.48239,0,0,0,0,867569,0,0,0,0,0,0,5032.42,0,872602
1,10,9,5,45.3055,0,0,0,0,487563,0,0,0,0,0,0,5032.92,0,492596
1,10,10,5,90.056,0,0,0,0,372574,0,0,0,0,0,0,8835.35,0,381409
1,10,11,5,112.037,0,0,0,0,333390,0,0,0,0,0,0,8832.2,0,342222
1,10,12,5,126.647,0,0,0,0,307635,0,0,0,0,0,0,8831.03,0,316466
1,10,13,5,128.784,0,0,0,0,279907,0,0,0,0,0,0,8830.52,0,288737
1,10,14,5,109.039,0,0,0,0,248736,0,0,0,0,0,0,8830.15,0,257566
1,10,15,5,76.4617,0,0,0,0,225355,0,0,0,0,0,0,8829.79,0,234185
1,10,16,5,40.5721,0,0,0,0,236683,0,0,0,0,0,0,6883.37,0,243566
1,10,17,5,4.49817,0,0,0,0,269737,0,0,0,0,0,0,5017.98,0,274755
1,10,18,5,0,0,0,0,0,316449,0,0,0,0,0,0,3071.71,0,319521
1,10,19,5,0,0,0,0,0,0,0,0,0,0,0,0,2179.6,0,2179.6
1,10,20,5,0,0,0,0,0,0,0,0,0,0,0,0,2179.52,0,2179.52
1,10,21,5,0,0,0,0,0,0,0,0,0,0,0,0,2179.78,0,2179.78
1,10,22,5,0,0,0,0,0,0,0,0,0,0,0,0,722.676,0,722.676
1,10,23,5,0,0,0,0,0,0,0,0,0,0,0,0,723.831,0,723.831
1,10,24,5,0,0,0,0,0,0,0,0,0,0,0,0,725.332,0,725.332
1,11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,392.585,0,392.585
1,11,2,6,0,0,0,0,0,0,0,0,0,0,0,0,393.727,0,393.727
1,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,394.8,0,394.8
1,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,395.841,0,395.841
1,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,396.78,0,396.78
1,11,6,6,0,0,0,0,0,0,0,0,0,0,0,0,397.709,0,397.709
1,11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,398.616,0,398.616
1,11,8,6,3.85964,0,0,0,0,0,0,0,0,0,0,0,399.488,0,399.488
1,11,9,6,44.4362,0,0,0,0,0,0,0,0,0,0,0,400.376,0,400.376
1,11,10,6,89.8427,0,0,0,0,0,0,0,0,0,0,0,401.251,0,401.251
1,11,11,6,115.704,0,0,0,0,0,0,0,0,0,0,0,402.051,0,402.051
1,11,12,6,129.93,0,0,0,0,0,0,0,0,0,0,0,402.432,0,402.432
1,11,13,6,128.288,0,0,0,0,0,0,0,0,0,0,0,402.492,0,402.492
1,11,14,6,112.632,0,0,0,0,0,0,0,0,0,0,0,402.606,0,402.606
1,11,15,6,84.8565,0,0,0,0,0,0,0,0,0,0,0,402.485,0,402.485
1,11,16,6,38.5312,0,0,0,0,0,0,0,0,0,0,0,402.463,0,402.463
1,11,17,6,2.68928,0,0,0,0,0,0,0,0,0,0,0,402.523,0,402.523
1,11,18,6,0,0,0,0,0,0,0,0,0,0,0,0,402.72,0,402.72
1,11,19,6,0,0,0,0,0,0,0,0,0,0,0,0,403.216,0,403.216
1,11,20,6,0,0,0,0,0,0,0,0,0,0,0,0,404.011,0,404.011
1,11,21,6,0,0,0,0,0,0,0,0,0,0,0,0,404.779,0,404.779
1,11,22,6,0,0,0,0,0,0,0,0,0,0,0,0,405.522,0,405.522
1,11,23,6,0,0,0,0,0,0,0,0,0,0,0,0,406.23,0,406.23
1,11,24,6,0,0,0,0,0,0,0,0,0,0,0,0,406.9,0,406.9
1,12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,407.549,0,407.549
1,12,2,7,0,0,0,0,0,0,0,0,0,0,0,0,408.07,0,408.07
1,12,3,7,0,0,0,0,0,0,0,0,0,0,0,0,408.613,0,408.613
1,12,4,7,0,0,0,0,0,0,0,0,0,0,0,0,409.138,0,409.138
1,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,409.681,0,409.681
1,12,6,7,0,0,0,0,0,0,0,0,0,0,0,0,410.222,0,410.222
1,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,410.846,0,410.846
1,12,8,7,3.84118,0,0,0,0,0,0,0,0,0,0,0,411.456,0,411.456
1,12,9,7,44.3078,0,0,0,0,0,0,0,0,0,0,0,412.196,0,412.196
1,12,10,7,84.5386,0,0,0,0,0,0,0,0,0,0,0,412.843,0,412.843
1,12,11,7,115.375,0,0,0,0,0,0,0,0,0,0,0,413.474,0,413.474
1,12,12,7,139.649,0,0,0,0,0,0,0,0,0,0,0,413.622,0,413.622
1,12,13,7,249.055,0,0,0,0,0,0,0,0,0,0,0,413.643,0,413.643
1,12,14,7,247.517,0,0,0,0,0,0,0,0,0,0,0,413.551,0,413.551
1,12,15,7,161.801,0,0,0,0,0,0,0,0,0,0,0,413.438,0,413.438
