C:\Users\Kingsley E. Nweye\Documents\eQUEST 3-65 Projects\Project 3\Project 3 - Baseline Design,,,,,,,,,,,,,,,,,
Simulated:  2020-Nov-09 07:28:43,,,,,,,,,,,,,,,,,
CSV Written:  2020-Nov-09 07:28:43,,,,,,,,,,,,,,,,,
eQUEST 3.65.7175,,,,,,,,,,,,,,,,,
,,,,Hourly Report,,,,,,,,,,,,,
,,,,EM1 Hourly Report Block,FM1 Hourly Report Block,,,,,,,,,,,,
,,,,EXTERIOR-WALL,FUEL-METER,,,,,,,,,,,,
,,,,EL1 Roof (T.16.E17),FM1,,,,,,,,,,,,
,,,Day,Var 1,Var 1,Var 2,Var 3,Var 4,Var 5,Var 6,Var 7,Var 8,Var 9,Var 10,Var 11,Var 12,Var 20
Month,Day,Hour,Type,Total solar rad on wall after shading (Btu/Hr-Ft2),Lighting end-use energy,Task lighting end-use energy,Miscellaneous equipment end-use energy,Heating end-use energy,Cooling end-use energy,Heat rejection end-use energy,Auxiliary end-use energy (pumps),Vent fan end-use energy,Refrigeration systems end-use energy,Supplemental heat pump end-use energy,Domestic hot water end-use energy,Exterior to the building end-use energy,Total end-use energy
3,16,9,7,153.282,0,0,0,0,0,0,0,0,0,0,369.415,0,369.415
3,16,10,7,220.28,0,0,0,0,0,0,0,0,0,0,369.769,0,369.769
3,16,11,7,245.052,0,0,0,0,0,0,0,0,0,0,368.954,0,368.954
3,16,12,7,85.9363,0,0,0,0,0,0,0,0,0,0,367.526,0,367.526
3,16,13,7,90.0456,0,0,0,0,0,0,0,0,0,0,366.286,0,366.286
3,16,14,7,260.033,0,0,0,0,0,0,0,0,0,0,364.703,0,364.703
3,16,15,7,97.8625,0,0,0,0,0,0,0,0,0,0,364.623,0,364.623
3,16,16,7,57.5742,0,0,0,0,0,0,0,0,0,0,363.834,0,363.834
3,16,17,7,27.3025,0,0,0,0,0,0,0,0,0,0,362.735,0,362.735
3,16,18,7,11.2003,0,0,0,0,0,0,0,0,0,0,362.841,0,362.841
3,16,19,7,0,0,0,0,0,0,0,0,0,0,0,363.015,0,363.015
3,16,20,7,0,0,0,0,0,0,0,0,0,0,0,363.581,0,363.581
3,16,21,7,0,0,0,0,0,0,0,0,0,0,0,364.361,0,364.361
3,16,22,7,0,0,0,0,0,0,0,0,0,0,0,365.35,0,365.35
3,16,23,7,0,0,0,0,0,0,0,0,0,0,0,366.16,0,366.16
3,16,24,7,0,0,0,0,0,0,0,0,0,0,0,700.847,0,700.847
3,17,1,1,0,0,0,0,0,0,0,0,0,0,0,701.61,0,701.61
3,17,2,1,0,0,0,0,0,0,0,0,0,0,0,702.216,0,702.216
3,17,3,1,0,0,0,0,0,0,0,0,0,0,0,702.802,0,702.802
3,17,4,1,0,0,0,0,0,0,0,0,0,0,0,703.461,0,703.461
3,17,5,1,0,0,0,0,0,0,0,0,0,0,0,704.086,0,704.086
3,17,6,1,0,0,0,0,0,0,0,0,0,0,0,1191.27,0,1191.27
3,17,7,1,3.32053,0,0,0,32553.6,0,0,0,0,0,0,5002.93,0,37556.5
3,17,8,1,13.5778,0,0,0,24157.1,0,0,0,0,0,0,5003.17,0,29160.2
3,17,9,1,51.6112,0,0,0,0,0,0,0,0,0,0,8815.48,0,8815.48
3,17,10,1,224.323,0,0,0,0,0,0,0,0,0,0,8814.93,0,8814.93
3,17,11,1,242.951,0,0,0,0,0,0,0,0,0,0,8814.81,0,8814.81
3,17,12,1,272.835,0,0,0,0,0,0,0,0,0,0,8814.13,0,8814.13
3,17,13,1,148.844,0,0,0,0,0,0,0,0,0,0,8813.03,0,8813.03
3,17,14,1,84.224,0,0,0,0,0,0,0,0,0,0,8812.35,0,8812.35
3,17,15,1,54.809,0,0,0,0,0,0,0,0,0,0,6865.57,0,6865.57
3,17,16,1,26.1605,0,0,0,0,0,0,0,0,0,0,5000.15,0,5000.15
3,17,17,1,13.5845,0,0,0,0,0,0,0,0,0,0,3053.88,0,3053.88
3,17,18,1,3.32159,0,0,0,0,0,0,0,0,0,0,2161.99,0,2161.99
3,17,19,1,0,0,0,0,0,0,0,0,0,0,0,2162.81,0,2162.81
3,17,20,1,0,0,0,0,0,0,0,0,0,0,0,2161.93,0,2161.93
3,17,21,1,0,0,0,0,0,0,0,0,0,0,0,703.091,0,703.091
3,17,22,1,0,0,0,0,0,0,0,0,0,0,0,703.652,0,703.652
3,17,23,1,0,0,0,0,0,0,0,0,0,0,0,704.517,0,704.517
3,17,24,1,0,0,0,0,0,0,0,0,0,0,0,705.295,0,705.295
3,18,1,2,0,0,0,0,0,0,0,0,0,0,0,706.147,0,706.147
3,18,2,2,0,0,0,0,0,0,0,0,0,0,0,706.89,0,706.89
3,18,3,2,0,0,0,0,0,0,0,0,0,0,0,707.616,0,707.616
3,18,4,2,0,0,0,0,0,0,0,0,0,0,0,708.252,0,708.252
3,18,5,2,0,0,0,0,0,0,0,0,0,0,0,708.901,0,708.901
3,18,6,2,0,0,0,0,0,0,0,0,0,0,0,1196.01,0,1196.01
3,18,7,2,4.00055,0,0,0,113060,0,0,0,0,0,0,5007.59,0,118068
3,18,8,2,50.0831,0,0,0,24201.5,0,0,0,0,0,0,5007.77,0,29209.2
3,18,9,2,60.1185,0,0,0,0,0,0,0,0,0,0,8818.99,0,8818.99
3,18,10,2,60.8775,0,0,0,0,0,0,0,0,0,0,8818.25,0,8818.25
3,18,11,2,125.72,0,0,0,0,0,0,0,0,0,0,8817.44,0,8817.44
3,18,12,2,127.987,0,0,0,0,0,0,0,0,0,0,8816.59,0,8816.59
3,18,13,2,128.344,0,0,0,0,0,0,0,0,0,0,8815.75,0,8815.75
3,18,14,2,98.5022,0,0,0,0,0,0,0,0,0,0,8814.53,0,8814.53
3,18,15,2,203.835,0,0,0,0,0,0,0,0,0,0,6867.5,0,6867.5
3,18,16,2,154.618,0,0,0,0,0,0,0,0,0,0,5001.34,0,5001.34
3,18,17,2,25.5417,0,0,0,0,0,0,0,0,0,0,3054.4,0,3054.4
3,18,18,2,6.0087,0,0,0,0,0,0,0,0,0,0,2161.82,0,2161.82
3,18,19,2,0,0,0,0,0,0,0,0,0,0,0,2161.89,0,2161.89
3,18,20,2,0,0,0,0,0,0,0,0,0,0,0,2161.3,0,2161.3
3,18,21,2,0,0,0,0,0,0,0,0,0,0,0,701.519,0,701.519
3,18,22,2,0,0,0,0,0,0,0,0,0,0,0,701.73,0,701.73
3,18,23,2,0,0,0,0,0,0,0,0,0,0,0,701.929,0,701.929
3,18,24,2,0,0,0,0,0,0,0,0,0,0,0,702.241,0,702.241
3,19,1,3,0,0,0,0,0,0,0,0,0,0,0,702.666,0,702.666
3,19,2,3,0,0,0,0,0,0,0,0,0,0,0,703.002,0,703.002
3,19,3,3,0,0,0,0,0,0,0,0,0,0,0,703.339,0,703.339
3,19,4,3,0,0,0,0,0,0,0,0,0,0,0,703.663,0,703.663
3,19,5,3,0,0,0,0,0,0,0,0,0,0,0,703.988,0,703.988
3,19,6,3,0,0,0,0,0,0,0,0,0,0,0,1190.75,0,1190.75
3,19,7,3,16.1668,0,0,0,0,0,0,0,0,0,0,5002.08,0,5002.08
3,19,8,3,83.8648,0,0,0,0,0,0,0,0,0,0,5001.96,0,5001.96
3,19,9,3,20.5834,0,0,0,0,0,0,0,0,0,0,8813.33,0,8813.33
3,19,10,3,24.8608,0,0,0,0,0,0,0,0,0,0,8812.22,0,8812.22
3,19,11,3,30.1148,0,0,0,0,0,0,0,0,0,0,8811.45,0,8811.45
3,19,12,3,33.1888,0,0,0,0,0,0,0,0,0,0,8811.29,0,8811.29
3,19,13,3,33.1889,0,0,0,0,0,0,0,0,0,0,8811.22,0,8811.22
3,19,14,3,30.1162,0,0,0,0,0,0,0,0,0,0,8811.16,0,8811.16
3,19,15,3,29.4832,0,0,0,0,0,0,0,0,0,0,6864.81,0,6864.81
3,19,16,3,20.5985,0,0,0,0,0,0,0,0,0,0,4999.58,0,4999.58
3,19,17,3,10.6809,0,0,0,0,0,0,0,0,0,0,3053.26,0,3053.26
3,19,18,3,4.00436,0,0,0,0,0,0,0,0,0,0,2161.26,0,2161.26
3,19,19,3,0,0,0,0,0,0,0,0,0,0,0,2161.82,0,2161.82
3,19,20,3,0,0,0,0,0,0,0,0,0,0,0,2160.99,0,2160.99
3,19,21,3,0,0,0,0,0,0,0,0,0,0,0,702.052,0,702.052
3,19,22,3,0,0,0,0,0,0,0,0,0,0,0,702.383,0,702.383
3,19,23,3,0,0,0,0,0,0,0,0,0,0,0,702.948,0,702.948
3,19,24,3,0,0,0,0,0,0,0,0,0,0,0,703.545,0,703.545
3,20,1,4,0,0,0,0,0,0,0,0,0,0,0,704.108,0,704.108
3,20,2,4,0,0,0,0,0,0,0,0,0,0,0,704.763,0,704.763
3,20,3,4,0,0,0,0,0,0,0,0,0,0,0,705.324,0,705.324
3,20,4,4,0,0,0,0,0,0,0,0,0,0,0,705.897,0,705.897
3,20,5,4,0,0,0,0,0,0,0,0,0,0,0,706.45,0,706.45
3,20,6,4,0,0,0,0,0,0,0,0,0,0,0,1193.45,0,1193.45
3,20,7,4,6.04661,0,0,0,0,0,0,0,0,0,0,5004.89,0,5004.89
3,20,8,4,14.2505,0,0,0,0,0,0,0,0,0,0,5004.86,0,5004.86
3,20,9,4,19.8063,0,0,0,0,0,0,0,0,0,0,8815.86,0,8815.86
3,20,10,4,29.4395,0,0,0,0,0,0,0,0,0,0,8814.56,0,8814.56
3,20,11,4,145.912,0,0,0,0,0,0,0,0,0,0,8813.69,0,8813.69
3,20,12,4,49.2086,0,0,0,0,0,0,0,0,0,0,8812.87,0,8812.87
3,20,13,4,49.2114,0,0,0,0,0,0,0,0,0,0,8812.36,0,8812.36
3,20,14,4,44.399,0,0,0,0,0,0,0,0,0,0,8811.78,0,8811.78
3,20,15,4,34.9832,0,0,0,0,0,0,0,0,0,0,6865.4,0,6865.4
3,20,16,4,19.8227,0,0,0,0,0,0,0,0,0,0,5000.2,0,5000.2
3,20,17,4,11.3873,0,0,0,0,0,0,0,0,0,0,3054.01,0,3054.01
3,20,18,4,4.68456,0,0,0,0,0,0,0,0,0,0,2162.21,0,2162.21
3,20,19,4,0,0,0,0,0,0,0,0,0,0,0,2163.04,0,2163.04
3,20,20,4,0,0,0,0,0,0,0,0,0,0,0,2162.38,0,2162.38
3,20,21,4,0,0,0,0,0,0,0,0,0,0,0,703.684,0,703.684
3,20,22,4,0,0,0,0,0,0,0,0,0,0,0,704.127,0,704.127
3,20,23,4,0,0,0,0,0,0,0,0,0,0,0,704.885,0,704.885
3,20,24,4,0,0,0,0,0,0,0,0,0,0,0,705.64,0,705.64
3,21,1,5,0,0,0,0,0,0,0,0,0,0,0,706.409,0,706.409
3,21,2,5,0,0,0,0,0,0,0,0,0,0,0,707.127,0,707.127
3,21,3,5,0,0,0,0,0,0,0,0,0,0,0,707.825,0,707.825
3,21,4,5,0,0,0,0,0,0,0,0,0,0,0,708.497,0,708.497
3,21,5,5,0,0,0,0,0,0,0,0,0,0,0,709.122,0,709.122
3,21,6,5,0,0,0,0,0,0,0,0,0,0,0,1196.26,0,1196.26
3,21,7,5,12.6867,0,0,0,134623,0,0,0,0,0,0,5007.95,0,139631
3,21,8,5,20.4198,0,0,0,68873.2,0,0,0,0,0,0,5008.19,0,73881.4
3,21,9,5,61.5079,0,0,0,29993.4,0,0,0,0,0,0,8819.75,0,38813.2
3,21,10,5,82.9413,0,0,0,10510.7,0,0,0,0,0,0,8819.11,0,19329.8
3,21,11,5,140.052,0,0,0,4914.65,0,0,0,0,0,0,8818.9,0,13733.5
3,21,12,5,80.2838,0,0,0,0,0,0,0,0,0,0,8818.34,0,8818.34
3,21,13,5,168.275,0,0,0,0,0,0,0,0,0,0,8818,0,8818
3,21,14,5,67.5485,0,0,0,0,0,0,0,0,0,0,8817.2,0,8817.2
3,21,15,5,139.731,0,0,0,0,0,0,0,0,0,0,6870.41,0,6870.41
3,21,16,5,38.6066,0,0,0,0,0,0,0,0,0,0,5004.36,0,5004.36
3,21,17,5,48.6713,0,0,0,0,0,0,0,0,0,0,3057.72,0,3057.72
3,21,18,5,6.95131,0,0,0,0,0,0,0,0,0,0,2165.13,0,2165.13
3,21,19,5,0,0,0,0,0,0,0,0,0,0,0,2165.66,0,2165.66
3,21,20,5,0,0,0,0,0,0,0,0,0,0,0,2164.61,0,2164.61
3,21,21,5,0,0,0,0,0,0,0,0,0,0,0,705.864,0,705.864
3,21,22,5,0,0,0,0,0,0,0,0,0,0,0,706.396,0,706.396
3,21,23,5,0,0,0,0,0,0,0,0,0,0,0,707.18,0,707.18
3,21,24,5,0,0,0,0,0,0,0,0,0,0,0,374.104,0,374.104
3,22,1,6,0,0,0,0,0,0,0,0,0,0,0,374.841,0,374.841
3,22,2,6,0,0,0,0,0,0,0,0,0,0,0,375.761,0,375.761
3,22,3,6,0,0,0,0,0,0,0,0,0,0,0,376.688,0,376.688
3,22,4,6,0,0,0,0,0,0,0,0,0,0,0,377.575,0,377.575
3,22,5,6,0,0,0,0,0,0,0,0,0,0,0,378.416,0,378.416
3,22,6,6,0.000725957,0,0,0,0,0,0,0,0,0,0,379.204,0,379.204
3,22,7,6,22.3404,0,0,0,0,0,0,0,0,0,0,380.005,0,380.005
3,22,8,6,94.735,0,0,0,0,0,0,0,0,0,0,380.782,0,380.782
3,22,9,6,171.715,0,0,0,0,0,0,0,0,0,0,381.567,0,381.567
3,22,10,6,225.833,0,0,0,0,0,0,0,0,0,0,381.525,0,381.525
3,22,11,6,238.029,0,0,0,0,0,0,0,0,0,0,380.903,0,380.903
3,22,12,6,263.272,0,0,0,0,0,0,0,0,0,0,379.997,0,379.997
3,22,13,6,292.264,0,0,0,0,0,0,0,0,0,0,379.119,0,379.119
3,22,14,6,224.042,0,0,0,0,0,0,0,0,0,0,378.535,0,378.535
3,22,15,6,50.6061,0,0,0,0,0,0,0,0,0,0,377.855,0,377.855
3,22,16,6,35.6141,0,0,0,0,0,0,0,0,0,0,377.489,0,377.489
3,22,17,6,18.6565,0,0,0,0,0,0,0,0,0,0,376.893,0,376.893
3,22,18,6,4.012,0,0,0,0,0,0,0,0,0,0,377.77,0,377.77
3,22,19,6,0,0,0,0,0,0,0,0,0,0,0,378.09,0,378.09
3,22,20,6,0,0,0,0,0,0,0,0,0,0,0,379.107,0,379.107
3,22,21,6,0,0,0,0,0,0,0,0,0,0,0,380.115,0,380.115
3,22,22,6,0,0,0,0,0,0,0,0,0,0,0,381.113,0,381.113
3,22,23,6,0,0,0,0,0,0,0,0,0,0,0,381.982,0,381.982
3,22,24,6,0,0,0,0,0,0,0,0,0,0,0,382.787,0,382.787
3,23,1,7,0,0,0,0,0,0,0,0,0,0,0,383.581,0,383.581
3,23,2,7,0,0,0,0,0,0,0,0,0,0,0,384.292,0,384.292
3,23,3,7,0,0,0,0,0,0,0,0,0,0,0,384.997,0,384.997
3,23,4,7,0,0,0,0,0,0,0,0,0,0,0,385.649,0,385.649
3,23,5,7,0,0,0,0,0,0,0,0,0,0,0,386.339,0,386.339
3,23,6,7,0,0,0,0,0,0,0,0,0,0,0,386.952,0,386.952
3,23,7,7,5.35743,0,0,0,0,0,0,0,0,0,0,387.722,0,387.722
3,23,8,7,11.3569,0,0,0,0,0,0,0,0,0,0,388.361,0,388.361
3,23,9,7,21.2492,0,0,0,0,0,0,0,0,0,0,389.028,0,389.028
3,23,10,7,30.1162,0,0,0,0,0,0,0,0,0,0,389.646,0,389.646
3,23,11,7,37.781,0,0,0,0,0,0,0,0,0,0,390.2,0,390.2
3,23,12,7,40.91,0,0,0,0,0,0,0,0,0,0,390.678,0,390.678
3,23,13,7,40.9108,0,0,0,0,0,0,0,0,0,0,391.036,0,391.036
3,23,14,7,45.0025,0,0,0,0,0,0,0,0,0,0,391.3,0,391.3
3,23,15,7,91.3774,0,0,0,0,0,0,0,0,0,0,391.631,0,391.631
3,23,16,7,25.0896,0,0,0,0,0,0,0,0,0,0,391.922,0,391.922
3,23,17,7,13.5091,0,0,0,0,0,0,0,0,0,0,392.156,0,392.156
3,23,18,7,6.03754,0,0,0,0,0,0,0,0,0,0,391.999,0,391.999
3,23,19,7,0,0,0,0,0,0,0,0,0,0,0,392.707,0,392.707
3,23,20,7,0,0,0,0,0,0,0,0,0,0,0,393.325,0,393.325
3,23,21,7,0,0,0,0,0,0,0,0,0,0,0,394.159,0,394.159
3,23,22,7,0,0,0,0,0,0,0,0,0,0,0,395.05,0,395.05
3,23,23,7,0,0,0,0,0,0,0,0,0,0,0,395.923,0,395.923
3,23,24,7,0,0,0,0,0,0,0,0,0,0,0,730.664,0,730.664
3,24,1,1,0,0,0,0,0,0,0,0,0,0,0,731.422,0,731.422
3,24,2,1,0,0,0,0,0,0,0,0,0,0,0,732.057,0,732.057
3,24,3,1,0,0,0,0,0,0,0,0,0,0,0,732.548,0,732.548
3,24,4,1,0,0,0,0,0,0,0,0,0,0,0,733.377,0,733.377
3,24,5,1,0,0,0,0,0,0,0,0,0,0,0,734.146,0,734.146
3,24,6,1,0.000730132,0,0,0,0,0,0,0,0,0,0,1221.49,0,1221.49
3,24,7,1,21.0097,0,0,0,755793,0,0,0,0,0,0,5033.2,0,760826
3,24,8,1,89.6813,0,0,0,331534,0,0,0,0,0,0,5033.51,0,336568
3,24,9,1,167.467,0,0,0,182937,0,0,0,0,0,0,8835.48,0,191773
3,24,10,1,233.856,0,0,0,111089,0,0,0,0,0,0,8832.23,0,119921
3,24,11,1,279.631,0,0,0,81802.8,0,0,0,0,0,0,8830.85,0,90633.7
3,24,12,1,303.135,0,0,0,64990.4,0,0,0,0,0,0,8829.79,0,73820.2
3,24,13,1,290.928,0,0,0,39810.8,0,0,0,0,0,0,8828.9,0,48639.7
3,24,14,1,275.985,0,0,0,20291.4,0,0,0,0,0,0,8828.18,0,29119.6
3,24,15,1,227.826,0,0,0,10648.5,0,0,0,0,0,0,6881.43,0,17529.9
3,24,16,1,161.211,0,0,0,0,0,0,0,0,0,0,5015.73,0,5015.73
3,24,17,1,83.3148,0,0,0,16829.4,0,0,0,0,0,0,3068.89,0,19898.3
3,24,18,1,17.4036,0,0,0,0,0,0,0,0,0,0,2176.21,0,2176.21
3,24,19,1,0,0,0,0,0,0,0,0,0,0,0,2176.41,0,2176.41
3,24,20,1,0,0,0,0,0,0,0,0,0,0,0,2175.41,0,2175.41
3,24,21,1,0,0,0,0,0,0,0,0,0,0,0,716.508,0,716.508
3,24,22,1,0,0,0,0,0,0,0,0,0,0,0,717.451,0,717.451
3,24,23,1,0,0,0,0,0,0,0,0,0,0,0,718.346,0,718.346
3,24,24,1,0,0,0,0,0,0,0,0,0,0,0,719.375,0,719.375
3,25,1,2,0,0,0,0,0,0,0,0,0,0,0,720.087,0,720.087
3,25,2,2,0,0,0,0,0,0,0,0,0,0,0,721.071,0,721.071
3,25,3,2,0,0,0,0,0,0,0,0,0,0,0,722.11,0,722.11
3,25,4,2,0,0,0,0,0,0,0,0,0,0,0,722.779,0,722.779
3,25,5,2,0,0,0,0,0,0,0,0,0,0,0,723.557,0,723.557
3,25,6,2,0.00274015,0,0,0,0,0,0,0,0,0,0,1210.66,0,1210.66
3,25,7,2,23.3974,0,0,0,409045,0,0,0,0,0,0,5022.44,0,414068
3,25,8,2,23.781,0,0,0,201656,0,0,0,0,0,0,5022.77,0,206679
3,25,9,2,81.8565,0,0,0,81518,0,0,0,0,0,0,8829.5,0,90347.5
3,25,10,2,158.018,0,0,0,44460,0,0,0,0,0,0,8827.63,0,53287.6
3,25,11,2,162.867,0,0,0,18796.8,0,0,0,0,0,0,8826.78,0,27623.5
3,25,12,2,110.707,0,0,0,0,0,0,0,0,0,0,8825.81,0,8825.81
3,25,13,2,266.556,0,0,0,0,0,0,0,0,0,0,8824.72,0,8824.72
3,25,14,2,110.452,0,0,0,0,0,0,0,0,0,0,8823.73,0,8823.73
3,25,15,2,218.806,0,0,0,0,0,0,0,0,0,0,6876.33,0,6876.33
3,25,16,2,79.8309,0,0,0,0,0,0,0,0,0,0,5009.94,0,5009.94
3,25,17,2,75.604,0,0,0,0,0,0,0,0,0,0,3062.91,0,3062.91
3,25,18,2,6.1629,0,0,0,0,0,0,0,0,0,0,2170.15,0,2170.15
3,25,19,2,0,0,0,0,0,0,0,0,0,0,0,2170.54,0,2170.54
3,25,20,2,0,0,0,0,0,0,0,0,0,0,0,2169.65,0,2169.65
3,25,21,2,0,0,0,0,0,0,0,0,0,0,0,710.984,0,710.984
3,25,22,2,0,0,0,0,0,0,0,0,0,0,0,711.556,0,711.556
3,25,23,2,0,0,0,0,0,0,0,0,0,0,0,712.398,0,712.398
3,25,24,2,0,0,0,0,0,0,0,0,0,0,0,713.113,0,713.113
3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,713.819,0,713.819
3,26,2,3,0,0,0,0,0,0,0,0,0,0,0,714.487,0,714.487
3,26,3,3,0,0,0,0,0,0,0,0,0,0,0,715.102,0,715.102
3,26,4,3,0,0,0,0,0,0,0,0,0,0,0,715.684,0,715.684
3,26,5,3,0,0,0,0,0,0,0,0,0,0,0,716.206,0,716.206
3,26,6,3,0,0,0,0,0,0,0,0,0,0,0,1203.22,0,1203.22
3,26,7,3,6.03384,0,0,0,167275,0,0,0,0,0,0,5014.64,0,172290
3,26,8,3,19.9779,0,0,0,56677.6,0,0,0,0,0,0,5014.63,0,61692.3
3,26,9,3,28.7806,0,0,0,37338.4,0,0,0,0,0,0,8824.54,0,46162.9
3,26,10,3,40.1851,0,0,0,18449.2,0,0,0,0,0,0,8823.36,0,27272.5
3,26,11,3,48.838,0,0,0,0,0,0,0,0,0,0,8822.95,0,8822.95
3,26,12,3,52.8544,0,0,0,0,0,0,0,0,0,0,8822.54,0,8822.54
3,26,13,3,52.0361,0,0,0,0,0,0,0,0,0,0,8822.25,0,8822.25
3,26,14,3,48.0394,0,0,0,0,0,0,0,0,0,0,8821.86,0,8821.86
3,26,15,3,39.4231,0,0,0,0,0,0,0,0,0,0,6875.17,0,6875.17
3,26,16,3,27.286,0,0,0,0,0,0,0,0,0,0,5009.61,0,5009.61
3,26,17,3,14.9102,0,0,0,0,0,0,0,0,0,0,3062.84,0,3062.84
3,26,18,3,5.3643,0,0,0,0,0,0,0,0,0,0,2170.69,0,2170.69
3,26,19,3,0,0,0,0,0,0,0,0,0,0,0,2171.35,0,2171.35
3,26,20,3,0,0,0,0,0,0,0,0,0,0,0,2170.67,0,2170.67
3,26,21,3,0,0,0,0,0,0,0,0,0,0,0,711.76,0,711.76
3,26,22,3,0,0,0,0,0,0,0,0,0,0,0,712.118,0,712.118
3,26,23,3,0,0,0,0,0,0,0,0,0,0,0,712.739,0,712.739
3,26,24,3,0,0,0,0,0,0,0,0,0,0,0,713.277,0,713.277
3,27,1,4,0,0,0,0,0,0,0,0,0,0,0,713.777,0,713.777
3,27,2,4,0,0,0,0,0,0,0,0,0,0,0,714.148,0,714.148
3,27,3,4,0,0,0,0,0,0,0,0,0,0,0,714.62,0,714.62
3,27,4,4,0,0,0,0,0,0,0,0,0,0,0,715.066,0,715.066
3,27,5,4,0,0,0,0,0,0,0,0,0,0,0,715.703,0,715.703
3,27,6,4,0,0,0,0,0,0,0,0,0,0,0,1202.76,0,1202.76
3,27,7,4,6.03529,0,0,0,223338,0,0,0,0,0,0,5014.35,0,228352
3,27,8,4,16.3049,0,0,0,103875,0,0,0,0,0,0,5014.48,0,108889
3,27,9,4,29.503,0,0,0,66647.6,0,0,0,0,0,0,8824.39,0,75472
3,27,10,4,40.1161,0,0,0,61867.7,0,0,0,0,0,0,8823.16,0,70690.9
3,27,11,4,48.7585,0,0,0,53979.3,0,0,0,0,0,0,8822.94,0,62802.3
3,27,12,4,52.7727,0,0,0,46662.6,0,0,0,0,0,0,8822.77,0,55485.4
3,27,13,4,43.1118,0,0,0,36750,0,0,0,0,0,0,8822.72,0,45572.7
3,27,14,4,32.2474,0,0,0,33919.1,0,0,0,0,0,0,8822.58,0,42741.7
3,27,15,4,26.2493,0,0,0,34962.4,0,0,0,0,0,0,6876.22,0,41838.6
3,27,16,4,19.0041,0,0,0,40266.6,0,0,0,0,0,0,5011.03,0,45277.6
3,27,17,4,9.99122,0,0,0,69552.1,0,0,0,0,0,0,3064.86,0,72616.9
3,27,18,4,3.35784,0,0,0,0,0,0,0,0,0,0,2172.97,0,2172.97
3,27,19,4,0,0,0,0,0,0,0,0,0,0,0,2173.44,0,2173.44
3,27,20,4,0,0,0,0,0,0,0,0,0,0,0,2172.71,0,2172.71
3,27,21,4,0,0,0,0,0,0,0,0,0,0,0,713.976,0,713.976
3,27,22,4,0,0,0,0,0,0,0,0,0,0,0,714.688,0,714.688
3,27,23,4,0,0,0,0,0,0,0,0,0,0,0,715.365,0,715.365
3,27,24,4,0,0,0,0,0,0,0,0,0,0,0,716.017,0,716.017
3,28,1,5,0,0,0,0,0,0,0,0,0,0,0,716.607,0,716.607
3,28,2,5,0,0,0,0,0,0,0,0,0,0,0,717.134,0,717.134
3,28,3,5,0,0,0,0,0,0,0,0,0,0,0,717.66,0,717.66
3,28,4,5,0,0,0,0,0,0,0,0,0,0,0,718.194,0,718.194
3,28,5,5,0,0,0,0,0,0,0,0,0,0,0,718.726,0,718.726
3,28,6,5,0,0,0,0,0,0,0,0,0,0,0,1205.72,0,1205.72
3,28,7,5,6.03739,0,0,0,309237,0,0,0,0,0,0,5017.37,0,314254
3,28,8,5,12.7454,0,0,0,148150,0,0,0,0,0,0,5017.43,0,153168
3,28,9,5,23.3854,0,0,0,84827.3,0,0,0,0,0,0,8826.06,0,93653.4
3,28,10,5,26.9731,0,0,0,73070.9,0,0,0,0,0,0,8824.66,0,81895.5
3,28,11,5,39.1475,0,0,0,63768.9,0,0,0,0,0,0,8824.12,0,72593
3,28,12,5,43.0681,0,0,0,55105.6,0,0,0,0,0,0,8823.87,0,63929.5
3,28,13,5,43.0671,0,0,0,43375.2,0,0,0,0,0,0,8823.74,0,52198.9
3,28,14,5,47.0809,0,0,0,28897.8,0,0,0,0,0,0,8823.55,0,37721.3
3,28,15,5,38.5029,0,0,0,17605.1,0,0,0,0,0,0,6877.19,0,24482.2
3,28,16,5,26.438,0,0,0,38135.4,0,0,0,0,0,0,5011.91,0,43147.3
3,28,17,5,14.1816,0,0,0,64946.2,0,0,0,0,0,0,3065.6,0,68011.8
3,28,18,5,6.03609,0,0,0,0,0,0,0,0,0,0,2173.61,0,2173.61
3,28,19,5,0,0,0,0,0,0,0,0,0,0,0,2174,0,2174
3,28,20,5,0,0,0,0,0,0,0,0,0,0,0,2173.38,0,2173.38
3,28,21,5,0,0,0,0,0,0,0,0,0,0,0,714.631,0,714.631
3,28,22,5,0,0,0,0,0,0,0,0,0,0,0,715.173,0,715.173
3,28,23,5,0,0,0,0,0,0,0,0,0,0,0,715.883,0,715.883
3,28,24,5,0,0,0,0,0,0,0,0,0,0,0,382.691,0,382.691
3,29,1,6,0,0,0,0,0,0,0,0,0,0,0,383.327,0,383.327
3,29,2,6,0,0,0,0,0,0,0,0,0,0,0,384.111,0,384.111
3,29,3,6,0,0,0,0,0,0,0,0,0,0,0,384.833,0,384.833
3,29,4,6,0,0,0,0,0,0,0,0,0,0,0,385.568,0,385.568
3,29,5,6,0,0,0,0,0,0,0,0,0,0,0,386.29,0,386.29
3,29,6,6,0,0,0,0,0,0,0,0,0,0,0,387.014,0,387.014
3,29,7,6,7.38162,0,0,0,0,0,0,0,0,0,0,387.689,0,387.689
3,29,8,6,15.5642,0,0,0,0,0,0,0,0,0,0,388.376,0,388.376
3,29,9,6,23.3644,0,0,0,0,0,0,0,0,0,0,389.094,0,389.094
3,29,10,6,39.9864,0,0,0,0,0,0,0,0,0,0,389.72,0,389.72
