C:\Users\Kingsley E. Nweye\Documents\eQUEST 3-65 Projects\Project 3\Project 3 - Baseline Design
Simulated:  2020-Nov-09 06:38:36
CSV Written:  2020-Nov-09 06:38:36
eQUEST 3.65.7175
,,,,"Hourly Report",,,,,,,,,,,,,,,
,,,,"EM1 Hourly Report Block",,"FM1 Hourly Report Block",,,,,,,,,,,,,
,,,,"EXTERIOR-WALL",,"FUEL-METER",,,,,,,,,,,,,
,,,,"EL1 Roof (T.16.E17)",,"FM1",,,,,,,,,,,,,
,,,Day,"Var 1","Var 19","Var 1","Var 2","Var 3","Var 4","Var 5","Var 6","Var 7","Var 8","Var 9","Var 10","Var 11","Var 12","Var 20",
Month,Day,Hour,Type,"Total solar rad on wall after shading (Btu/Hr-Ft2)","Surface total solar radiation (Btu/hr-ft2)","Lighting end-use energy","Task lighting end-use energy","Miscellaneous equipment end-use energy","Heating end-use energy","Cooling end-use energy","Heat rejection end-use energy","Auxiliary end-use energy (pumps)","Vent fan end-use energy","Refrigeration systems end-use energy","Supplemental heat pump end-use energy","Domestic hot water end-use energy","Exterior to the building end-use energy","Total end-use energy",
3,25,18,2,8.86064,0,0,0,0,0,0,0,0,0,0,0,2169.53,0,2169.53,
3,25,19,2,0,0,0,0,0,0,0,0,0,0,0,0,2169.93,0,2169.93,
3,25,20,2,0,0,0,0,0,0,0,0,0,0,0,0,2169.02,0,2169.02,
3,25,21,2,0,0,0,0,0,0,0,0,0,0,0,0,710.321,0,710.321,
3,25,22,2,0,0,0,0,0,0,0,0,0,0,0,0,710.878,0,710.878,
3,25,23,2,0,0,0,0,0,0,0,0,0,0,0,0,711.703,0,711.703,
3,25,24,2,0,0,0,0,0,0,0,0,0,0,0,0,712.413,0,712.413,
3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,713.113,0,713.113,
3,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,713.777,0,713.777,
3,26,3,3,0,0,0,0,0,0,0,0,0,0,0,0,714.386,0,714.386,
3,26,4,3,0,0,0,0,0,0,0,0,0,0,0,0,714.965,0,714.965,
3,26,5,3,0,0,0,0,0,0,0,0,0,0,0,0,715.484,0,715.484,
3,26,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1202.5,0,1202.5,
3,26,7,3,8.87281,0,0,0,0,150246,0,0,0,0,0,0,5013.92,0,155260,
3,26,8,3,28.4635,0,0,0,0,49582,0,0,0,0,0,0,5013.91,0,54595.9,
3,26,9,3,40.5948,0,0,0,0,31863.5,0,0,0,0,0,0,8824.11,0,40687.6,
3,26,10,3,55.6763,0,0,0,0,8167.01,0,0,0,0,0,0,8822.97,0,16990,
3,26,11,3,66.8104,0,0,0,0,0,0,0,0,0,0,0,8822.6,0,8822.6,
3,26,12,3,71.8913,0,0,0,0,0,0,0,0,0,0,0,8822.2,0,8822.2,
3,26,13,3,70.8697,0,0,0,0,0,0,0,0,0,0,0,8821.88,0,8821.88,
3,26,14,3,65.7951,0,0,0,0,0,0,0,0,0,0,0,8821.44,0,8821.44,
3,26,15,3,54.6714,0,0,0,0,0,0,0,0,0,0,0,6874.73,0,6874.73,
3,26,16,3,38.5902,0,0,0,0,0,0,0,0,0,0,0,5009.16,0,5009.16,
3,26,17,3,21.5933,0,0,0,0,0,0,0,0,0,0,0,3062.38,0,3062.38,
3,26,18,3,7.88308,0,0,0,0,0,0,0,0,0,0,0,2170.23,0,2170.23,
3,26,19,3,0,0,0,0,0,0,0,0,0,0,0,0,2170.88,0,2170.88,
3,26,20,3,0,0,0,0,0,0,0,0,0,0,0,0,2170.19,0,2170.19,
3,26,21,3,0,0,0,0,0,0,0,0,0,0,0,0,711.277,0,711.277,
3,26,22,3,0,0,0,0,0,0,0,0,0,0,0,0,711.632,0,711.632,
3,26,23,3,0,0,0,0,0,0,0,0,0,0,0,0,712.251,0,712.251,
3,26,24,3,0,0,0,0,0,0,0,0,0,0,0,0,712.788,0,712.788,
3,27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,713.29,0,713.29,
3,27,2,4,0,0,0,0,0,0,0,0,0,0,0,0,713.663,0,713.663,
3,27,3,4,0,0,0,0,0,0,0,0,0,0,0,0,714.138,0,714.138,
3,27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,714.583,0,714.583,
3,27,5,4,0,0,0,0,0,0,0,0,0,0,0,0,715.222,0,715.222,
3,27,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1202.28,0,1202.28,
3,27,7,4,8.88226,0,0,0,0,212141,0,0,0,0,0,0,5013.87,0,217155,
3,27,8,4,23.5697,0,0,0,0,94646.1,0,0,0,0,0,0,5013.99,0,99660.1,
3,27,9,4,41.5941,0,0,0,0,63079.1,0,0,0,0,0,0,8824.08,0,71903.2,
3,27,10,4,55.6614,0,0,0,0,58872.3,0,0,0,0,0,0,8822.89,0,67695.2,
3,27,11,4,66.7939,0,0,0,0,50952.5,0,0,0,0,0,0,8822.69,0,59775.2,
3,27,12,4,71.8747,0,0,0,0,43790.4,0,0,0,0,0,0,8822.53,0,52612.9,
3,27,13,4,59.6502,0,0,0,0,33951.2,0,0,0,0,0,0,8822.48,0,42773.7,
3,27,14,4,45.5093,0,0,0,0,28140.1,0,0,0,0,0,0,8822.35,0,36962.5,
3,27,15,4,37.4923,0,0,0,0,32094,0,0,0,0,0,0,6875.99,0,38970,
3,27,16,4,27.5365,0,0,0,0,37350,0,0,0,0,0,0,5010.81,0,42360.8,
3,27,17,4,14.7512,0,0,0,0,66684.3,0,0,0,0,0,0,3064.65,0,69748.9,
3,27,18,4,5.00213,0,0,0,0,0,0,0,0,0,0,0,2172.76,0,2172.76,
3,27,19,4,0,0,0,0,0,0,0,0,0,0,0,0,2173.24,0,2173.24,
3,27,20,4,0,0,0,0,0,0,0,0,0,0,0,0,2172.46,0,2172.46,
3,27,21,4,0,0,0,0,0,0,0,0,0,0,0,0,713.698,0,713.698,
3,27,22,4,0,0,0,0,0,0,0,0,0,0,0,0,714.16,0,714.16,
3,27,23,4,0,0,0,0,0,0,0,0,0,0,0,0,714.867,0,714.867,
3,27,24,4,0,0,0,0,0,0,0,0,0,0,0,0,715.458,0,715.458,
3,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,716.07,0,716.07,
3,28,2,5,0,0,0,0,0,0,0,0,0,0,0,0,716.586,0,716.586,
3,28,3,5,0,0,0,0,0,0,0,0,0,0,0,0,717.118,0,717.118,
3,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,717.649,0,717.649,
3,28,5,5,0,0,0,0,0,0,0,0,0,0,0,0,718.176,0,718.176,
3,28,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1205.17,0,1205.17,
3,28,7,5,8.89064,0,0,0,0,289496,0,0,0,0,0,0,5016.69,0,294513,
3,28,8,5,18.665,0,0,0,0,138714,0,0,0,0,0,0,5016.76,0,143731,
3,28,9,5,33.5271,0,0,0,0,78259.2,0,0,0,0,0,0,8825.7,0,87084.9,
3,28,10,5,38.488,0,0,0,0,67496,0,0,0,0,0,0,8824.36,0,76320.3,
3,28,11,5,54.5836,0,0,0,0,58870.1,0,0,0,0,0,0,8823.85,0,67693.9,
3,28,12,5,59.6409,0,0,0,0,50545.8,0,0,0,0,0,0,8823.61,0,59369.5,
3,28,13,5,59.6412,0,0,0,0,39059.9,0,0,0,0,0,0,8823.49,0,47883.4,
3,28,14,5,64.7442,0,0,0,0,12869.4,0,0,0,0,0,0,8823.31,0,21692.7,
3,28,15,5,53.6285,0,0,0,0,10701,0,0,0,0,0,0,6876.96,0,17578,
3,28,16,5,37.5629,0,0,0,0,33972.3,0,0,0,0,0,0,5011.69,0,38984,
3,28,17,5,20.6205,0,0,0,0,60767.8,0,0,0,0,0,0,3065.38,0,63833.2,
3,28,18,5,8.84378,0,0,0,0,0,0,0,0,0,0,0,2173.39,0,2173.39,
3,28,19,5,0,0,0,0,0,0,0,0,0,0,0,0,2173.8,0,2173.8,
3,28,20,5,0,0,0,0,0,0,0,0,0,0,0,0,2173.11,0,2173.11,
3,28,21,5,0,0,0,0,0,0,0,0,0,0,0,0,714.328,0,714.328,
3,28,22,5,0,0,0,0,0,0,0,0,0,0,0,0,714.839,0,714.839,
3,28,23,5,0,0,0,0,0,0,0,0,0,0,0,0,715.537,0,715.537,
3,28,24,5,0,0,0,0,0,0,0,0,0,0,0,0,382.331,0,382.331,
3,29,1,6,0,0,0,0,0,0,0,0,0,0,0,0,382.955,0,382.955,
3,29,2,6,0,0,0,0,0,0,0,0,0,0,0,0,383.727,0,383.727,
3,29,3,6,0,0,0,0,0,0,0,0,0,0,0,0,384.446,0,384.446,
3,29,4,6,0,0,0,0,0,0,0,0,0,0,0,0,385.172,0,385.172,
3,29,5,6,0,0,0,0,0,0,0,0,0,0,0,0,385.887,0,385.887,
3,29,6,6,0,0,0,0,0,0,0,0,0,0,0,0,386.601,0,386.601,
3,29,7,6,10.8043,0,0,0,0,0,0,0,0,0,0,0,387.272,0,387.272,
3,29,8,6,22.5925,0,0,0,0,0,0,0,0,0,0,0,387.951,0,387.951,
3,29,9,6,33.5219,0,0,0,0,0,0,0,0,0,0,0,388.664,0,388.664,
3,29,10,6,55.6333,0,0,0,0,0,0,0,0,0,0,0,389.283,0,389.283,
3,29,11,6,66.7625,0,0,0,0,0,0,0,0,0,0,0,389.782,0,389.782,
3,29,12,6,71.8431,0,0,0,0,0,0,0,0,0,0,0,390.177,0,390.177,
3,29,13,6,70.8232,0,0,0,0,0,0,0,0,0,0,0,390.298,0,390.298,
3,29,14,6,65.7491,0,0,0,0,0,0,0,0,0,0,0,390.46,0,390.46,
3,29,15,6,53.6163,0,0,0,0,0,0,0,0,0,0,0,390.578,0,390.578,
3,29,16,6,38.5625,0,0,0,0,0,0,0,0,0,0,0,390.736,0,390.736,
3,29,17,6,20.6218,0,0,0,0,0,0,0,0,0,0,0,390.893,0,390.893,
3,29,18,6,9.79174,0,0,0,0,0,0,0,0,0,0,0,391.145,0,391.145,
3,29,19,6,0,0,0,0,0,0,0,0,0,0,0,0,391.565,0,391.565,
3,29,20,6,0,0,0,0,0,0,0,0,0,0,0,0,392.048,0,392.048,
3,29,21,6,0,0,0,0,0,0,0,0,0,0,0,0,392.614,0,392.614,
3,29,22,6,0,0,0,0,0,0,0,0,0,0,0,0,393.292,0,393.292,
3,29,23,6,0,0,0,0,0,0,0,0,0,0,0,0,393.906,0,393.906,
3,29,24,6,0,0,0,0,0,0,0,0,0,0,0,0,394.528,0,394.528,
3,30,1,7,0,0,0,0,0,0,0,0,0,0,0,0,395.162,0,395.162,
3,30,2,7,0,0,0,0,0,0,0,0,0,0,0,0,395.799,0,395.799,
3,30,3,7,0,0,0,0,0,0,0,0,0,0,0,0,396.48,0,396.48,
3,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,397.068,0,397.068,
3,30,5,7,0,0,0,0,0,0,0,0,0,0,0,0,397.737,0,397.737,
3,30,6,7,1.02675,0,0,0,0,0,0,0,0,0,0,0,398.356,0,398.356,
3,30,7,7,13.5813,0,0,0,0,0,0,0,0,0,0,0,399.029,0,399.029,
3,30,8,7,78.8022,0,0,0,0,0,0,0,0,0,0,0,399.666,0,399.666,
3,30,9,7,137.365,0,0,0,0,0,0,0,0,0,0,0,400.259,0,400.259,
3,30,10,7,194.768,0,0,0,0,0,0,0,0,0,0,0,400.707,0,400.707,
3,30,11,7,163.646,0,0,0,0,0,0,0,0,0,0,0,400.184,0,400.184,
3,30,12,7,72.8491,0,0,0,0,0,0,0,0,0,0,0,399.531,0,399.531,
3,30,13,7,71.8292,0,0,0,0,0,0,0,0,0,0,0,398.518,0,398.518,
3,30,14,7,66.7537,0,0,0,0,0,0,0,0,0,0,0,398.075,0,398.075,
3,30,15,7,54.6187,0,0,0,0,0,0,0,0,0,0,0,398.395,0,398.395,
3,30,16,7,39.562,0,0,0,0,0,0,0,0,0,0,0,398.529,0,398.529,
3,30,17,7,21.6002,0,0,0,0,0,0,0,0,0,0,0,398.672,0,398.672,
3,30,18,7,8.86039,0,0,0,0,0,0,0,0,0,0,0,398.907,0,398.907,
3,30,19,7,0,0,0,0,0,0,0,0,0,0,0,0,399.336,0,399.336,
3,30,20,7,0,0,0,0,0,0,0,0,0,0,0,0,399.921,0,399.921,
3,30,21,7,0,0,0,0,0,0,0,0,0,0,0,0,400.542,0,400.542,
3,30,22,7,0,0,0,0,0,0,0,0,0,0,0,0,401.199,0,401.199,
3,30,23,7,0,0,0,0,0,0,0,0,0,0,0,0,401.818,0,401.818,
3,30,24,7,0,0,0,0,0,0,0,0,0,0,0,0,736.279,0,736.279,
3,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,736.847,0,736.847,
3,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,737.269,0,737.269,
3,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,737.697,0,737.697,
3,31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,738.14,0,738.14,
3,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,738.594,0,738.594,
3,31,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1225.61,0,1225.61,
3,31,7,1,12.718,0,0,0,0,775992,0,0,0,0,0,0,5037.1,0,781029,
3,31,8,1,25.5444,0,0,0,0,406379,0,0,0,0,0,0,5037.15,0,411416,
3,31,9,1,40.5415,0,0,0,0,297390,0,0,0,0,0,0,8838.18,0,306228,
3,31,10,1,55.6075,0,0,0,0,250755,0,0,0,0,0,0,8834.87,0,259590,
3,31,11,1,66.7332,0,0,0,0,220205,0,0,0,0,0,0,8833.5,0,229039,
3,31,12,1,71.8133,0,0,0,0,193608,0,0,0,0,0,0,8832.79,0,202441,
3,31,13,1,70.7944,0,0,0,0,162330,0,0,0,0,0,0,8832.24,0,171162,
3,31,14,1,64.7028,0,0,0,0,143821,0,0,0,0,0,0,8831.75,0,152653,
3,31,15,1,53.593,0,0,0,0,140026,0,0,0,0,0,0,6885.17,0,146911,
3,31,16,1,37.5399,0,0,0,0,154063,0,0,0,0,0,0,5019.71,0,159082,
3,31,17,1,23.5551,0,0,0,0,214076,0,0,0,0,0,0,3073.3,0,217150,
3,31,18,1,10.7468,0,0,0,0,0,0,0,0,0,0,0,2181.05,0,2181.05,
3,31,19,1,0,0,0,0,0,0,0,0,0,0,0,0,2180.87,0,2180.87,
3,31,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2181.18,0,2181.18,
3,31,21,1,0,0,0,0,0,0,0,0,0,0,0,0,723.157,0,723.157,
3,31,22,1,0,0,0,0,0,0,0,0,0,0,0,0,724.196,0,724.196,
3,31,23,1,0,0,0,0,0,0,0,0,0,0,0,0,725.238,0,725.238,
3,31,24,1,0,0,0,0,0,0,0,0,0,0,0,0,726.114,0,726.114,
4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,726.78,0,726.78,
4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,727.246,0,727.246,
4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,727.636,0,727.636,
4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,727.863,0,727.863,
4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,728.014,0,728.014,
4,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1214.56,0,1214.56,
4,1,7,2,28.0172,0,0,0,0,310057,0,0,0,0,0,0,5025.55,0,315082,
4,1,8,2,17.6786,0,0,0,0,117967,0,0,0,0,0,0,5025.17,0,122992,
4,1,9,2,28.5171,0,0,0,0,55696.4,0,0,0,0,0,0,8831.24,0,64527.6,
4,1,10,2,45.4994,0,0,0,0,28966.4,0,0,0,0,0,0,8829.42,0,37795.8,
4,1,11,2,40.4792,0,0,0,0,10894.1,0,0,0,0,0,0,8828.5,0,19722.6,
4,1,12,2,62.6477,0,0,0,0,0,0,0,0,0,0,0,8827.77,0,8827.77,
4,1,13,2,55.5642,0,0,0,0,0,0,0,0,0,0,0,8827.1,0,8827.1,
4,1,14,2,41.4787,0,0,0,0,0,0,0,0,0,0,0,8826.22,0,8826.22,
4,1,15,2,57.6379,0,0,0,0,0,0,0,0,0,0,0,6878.88,0,6878.88,
4,1,16,2,35.5247,0,0,0,0,0,0,0,0,0,0,0,5012.77,0,5012.77,
4,1,17,2,48.6452,0,0,0,0,0,0,0,0,0,0,0,3065.64,0,3065.64,
4,1,18,2,13.5236,0,0,0,0,0,0,0,0,0,0,0,2172.65,0,2172.65,
4,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,2172.53,0,2172.53,
4,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,2171.96,0,2171.96,
4,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,712.837,0,712.837,
4,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,713.123,0,713.123,
4,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,713.428,0,713.428,
4,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,713.706,0,713.706,
4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,713.867,0,713.867,
4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,714.055,0,714.055,
4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,714.167,0,714.167,
4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,714.279,0,714.279,
4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,714.52,0,714.52,
4,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1201.21,0,1201.21,
4,2,7,3,40.0446,0,0,0,0,0,0,0,0,0,0,0,5012.43,0,5012.43,
4,2,8,3,100.297,0,0,0,0,0,0,0,0,0,0,0,5012.27,0,5012.27,
4,2,9,3,157.614,0,0,0,0,0,0,0,0,0,0,0,8822.86,0,8822.86,
4,2,10,3,148.583,0,0,0,0,0,0,0,0,0,0,0,8820.88,0,8820.88,
4,2,11,3,257.86,0,0,0,0,0,0,0,0,0,0,0,8818.7,0,8818.7,
4,2,12,3,120.493,0,0,0,0,0,0,0,0,0,0,0,8816.61,0,8816.61,
4,2,13,3,108.406,0,0,0,0,0,0,0,0,0,0,0,8815.27,0,8815.27,
4,2,14,3,51.6806,0,0,0,0,0,0,0,0,0,0,0,8814.09,0,8814.09,
4,2,15,3,152.077,0,0,0,0,0,0,0,0,0,0,0,6867.39,0,6867.39,
4,2,16,3,135.566,0,0,0,0,0,0,0,0,0,0,0,5001.88,0,5001.88,
4,2,17,3,52.6962,0,0,0,0,0,0,0,0,0,0,0,3055.4,0,3055.4,
4,2,18,3,14.2997,0,0,0,0,0,0,0,0,0,0,0,2163.04,0,2163.04,
4,2,19,3,0,0,0,0,0,0,0,0,0,0,0,0,2162.83,0,2162.83,
4,2,20,3,0,0,0,0,0,0,0,0,0,0,0,0,2162.37,0,2162.37,
4,2,21,3,0,0,0,0,0,0,0,0,0,0,0,0,701.411,0,701.411,
4,2,22,3,0,0,0,0,0,0,0,0,0,0,0,0,701.418,0,701.418,
4,2,23,3,0,0,0,0,0,0,0,0,0,0,0,0,701.132,0,701.132,
4,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,701.261,0,701.261,
4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,701.296,0,701.296,
4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,701.422,0,701.422,
4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,701.487,0,701.487,
4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,701.577,0,701.577,
4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,701.668,0,701.668,
4,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1188.29,0,1188.29,
4,3,7,4,29.9255,0,0,0,0,0,0,0,0,0,0,0,4999.33,0,4999.33,
4,3,8,4,47.569,0,0,0,0,0,0,0,0,0,0,0,4999.08,0,4999.08,
4,3,9,4,85.7509,0,0,0,0,0,0,0,0,0,0,0,8809.78,0,8809.78,
4,3,10,4,124.514,0,0,0,0,0,0,0,0,0,0,0,8809.21,0,8809.21,
4,3,11,4,152.995,0,0,0,0,0,0,0,0,0,0,0,8808.8,0,8808.8,
4,3,12,4,43.4908,0,0,0,0,0,0,0,0,0,0,0,8808.44,0,8808.44,
4,3,13,4,72.9449,0,0,0,0,0,0,0,0,0,0,0,8808.2,0,8808.2,
4,3,14,4,85.3595,0,0,0,0,0,0,0,0,0,0,0,8807.99,0,8807.99,
4,3,15,4,60.7759,0,0,0,0,0,0,0,0,0,0,0,6861.73,0,6861.73,
4,3,16,4,44.5663,0,0,0,0,0,0,0,0,0,0,0,4996.58,0,4996.58,
4,3,17,4,26.4906,0,0,0,0,0,0,0,0,0,0,0,3050.37,0,3050.37,
4,3,18,4,21.2916,0,0,0,0,0,0,0,0,0,0,0,2158.39,0,2158.39,
4,3,19,4,0,0,0,0,0,0,0,0,0,0,0,0,2158.54,0,2158.54,
4,3,20,4,0,0,0,0,0,0,0,0,0,0,0,0,2157.38,0,2157.38,
4,3,21,4,0,0,0,0,0,0,0,0,0,0,0,0,696.435,0,696.435,
4,3,22,4,0,0,0,0,0,0,0,0,0,0,0,0,696.52,0,696.52,
4,3,23,4,0,0,0,0,0,0,0,0,0,0,0,0,696.279,0,696.279,
4,3,24,4,0,0,0,0,0,0,0,0,0,0,0,0,696.487,0,696.487,
4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,696.569,0,696.569,
4,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,696.723,0,696.723,
4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,696.843,0,696.843,
4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,697.035,0,697.035,
4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,697.192,0,697.192,
4,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1183.86,0,1183.86,
4,4,7,5,17.4586,0,0,0,0,0,0,0,0,0,0,0,4994.99,0,4994.99,
4,4,8,5,17.6738,0,0,0,0,0,0,0,0,0,0,0,4994.72,0,4994.72,
4,4,9,5,135.919,0,0,0,0,0,0,0,0,0,0,0,8806.5,0,8806.5,
4,4,10,5,218.815,0,0,0,0,0,0,0,0,0,0,0,8806.42,0,8806.42,
4,4,11,5,229.032,0,0,0,0,0,0,0,0,0,0,0,8806.39,0,8806.39,
4,4,12,5,296.11,0,0,0,0,0,0,0,0,0,0,0,8806.23,0,8806.23,
4,4,13,5,293.045,0,0,0,0,0,0,0,0,0,0,0,8806.15,0,8806.15,
4,4,14,5,263.767,0,0,0,0,0,0,0,0,0,0,0,8806.04,0,8806.04,
4,4,15,5,218.347,0,0,0,0,0,0,0,0,0,0,0,6859.74,0,6859.74,
4,4,16,5,160.515,0,0,0,0,0,0,0,0,0,0,0,4994.67,0,4994.67,
4,4,17,5,92.3345,0,0,0,0,0,0,0,0,0,0,0,3048.55,0,3048.55,
4,4,18,5,26.4348,0,0,0,0,0,0,0,0,0,0,0,2156.67,0,2156.67,
4,4,19,5,0,0,0,0,0,0,0,0,0,0,0,0,2156.94,0,2156.94,
4,4,20,5,0,0,0,0,0,0,0,0,0,0,0,0,2155.4,0,2155.4,
4,4,21,5,0,0,0,0,0,0,0,0,0,0,0,0,693.989,0,693.989,
4,4,22,5,0,0,0,0,0,0,0,0,0,0,0,0,694.54,0,694.54,
4,4,23,5,0,0,0,0,0,0,0,0,0,0,0,0,694.739,0,694.739,
4,4,24,5,0,0,0,0,0,0,0,0,0,0,0,0,361.497,0,361.497,
4,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,361.928,0,361.928,
4,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,362.639,0,362.639,
4,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,363.256,0,363.256,
4,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,363.876,0,363.876,
4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,364.403,0,364.403,
4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,365.018,0,365.018,
4,5,7,6,8.92997,0,0,0,0,0,0,0,0,0,0,0,365.661,0,365.661,
4,5,8,6,24.5676,0,0,0,0,0,0,0,0,0,0,0,366.293,0,366.293,
4,5,9,6,60.8156,0,0,0,0,0,0,0,0,0,0,0,366.981,0,366.981,
4,5,10,6,49.4992,0,0,0,0,0,0,0,0,0,0,0,367.583,0,367.583,
4,5,11,6,40.474,0,0,0,0,0,0,0,0,0,0,0,368.015,0,368.015,
4,5,12,6,83.1153,0,0,0,0,0,0,0,0,0,0,0,368.092,0,368.092,
4,5,13,6,57.5592,0,0,0,0,0,0,0,0,0,0,0,368.357,0,368.357,
4,5,14,6,66.6713,0,0,0,0,0,0,0,0,0,0,0,368.648,0,368.648,
4,5,15,6,41.47,0,0,0,0,0,0,0,0,0,0,0,368.508,0,368.508,
4,5,16,6,41.5238,0,0,0,0,0,0,0,0,0,0,0,368.736,0,368.736,
4,5,17,6,26.4957,0,0,0,0,0,0,0,0,0,0,0,368.675,0,368.675,
4,5,18,6,19.4335,0,0,0,0,0,0,0,0,0,0,0,369.063,0,369.063,
4,5,19,6,0,0,0,0,0,0,0,0,0,0,0,0,369.408,0,369.408,
4,5,20,6,0,0,0,0,0,0,0,0,0,0,0,0,369.896,0,369.896,
4,5,21,6,0,0,0,0,0,0,0,0,0,0,0,0,369.968,0,369.968,
4,5,22,6,0,0,0,0,0,0,0,0,0,0,0,0,370.401,0,370.401,
4,5,23,6,0,0,0,0,0,0,0,0,0,0,0,0,370.71,0,370.71,
4,5,24,6,0,0,0,0,0,0,0,0,0,0,0,0,371.011,0,371.011,
4,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,371.204,0,371.204,
4,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,371.421,0,371.421,
4,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,371.562,0,371.562,
4,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,371.825,0,371.825,
4,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,372.075,0,372.075,
4,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,372.351,0,372.351,
4,6,7,7,20.2782,0,0,0,0,0,0,0,0,0,0,0,372.62,0,372.62,
4,6,8,7,35.4373,0,0,0,0,0,0,0,0,0,0,0,372.904,0,372.904,
4,6,9,7,26.5243,0,0,0,0,0,0,0,0,0,0,0,373.492,0,373.492,
4,6,10,7,49.4925,0,0,0,0,0,0,0,0,0,0,0,373.818,0,373.818,
4,6,11,7,58.557,0,0,0,0,0,0,0,0,0,0,0,374.23,0,374.23,
4,6,12,7,51.512,0,0,0,0,0,0,0,0,0,0,0,374.705,0,374.705,
4,6,13,7,57.717,0,0,0,0,0,0,0,0,0,0,0,374.967,0,374.967,
4,6,14,7,240.053,0,0,0,0,0,0,0,0,0,0,0,375.231,0,375.231,
4,6,15,7,204.363,0,0,0,0,0,0,0,0,0,0,0,375.516,0,375.516,
4,6,16,7,159.744,0,0,0,0,0,0,0,0,0,0,0,375.691,0,375.691,
4,6,17,7,94.0779,0,0,0,0,0,0,0,0,0,0,0,374.659,0,374.659,
4,6,18,7,28.1272,0,0,0,0,0,0,0,0,0,0,0,373.984,0,373.984,
4,6,19,7,0,0,0,0,0,0,0,0,0,0,0,0,373.207,0,373.207,
4,6,20,7,0,0,0,0,0,0,0,0,0,0,0,0,372.866,0,372.866,
4,6,21,7,0,0,0,0,0,0,0,0,0,0,0,0,373.031,0,373.031,
4,6,22,7,0,0,0,0,0,0,0,0,0,0,0,0,373.808,0,373.808,
4,6,23,7,0,0,0,0,0,0,0,0,0,0,0,0,374.364,0,374.364,
4,6,24,7,0,0,0,0,0,0,0,0,0,0,0,0,708.912,0,708.912,
4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,709.535,0,709.535,
