Time,THERMAL ZONE 1:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
08:30:00,6.151896E+03,1.099020E+03,3.189921E-01,1.088385E-01,7.403489E+02,1.038845E+02,3.840263E-02,1.028495E-02,3.832716E+03,6.268771E+02,1.866172E-01,5.862160E-02,7.609887E+02,1.172294E+02,3.947326E-02,1.160619E-02,7.347205E+02,1.056107E+02,3.811066E-02,1.045587E-02,2.236953E+03,2.940159E+02,1.160091E-01,2.911341E-02,7.218909E+02,1.008301E+02,3.744514E-02,9.982561E-03,4.023758E+03,5.835787E+02,2.086836E-01,5.778387E-02,3.640651E+03,5.077700E+02,1.887931E-01,5.028182E-02,4.071470E+03,8.677311E+02,2.111318E-01,8.592874E-02
08:40:00,6.173675E+03,1.113972E+03,3.201200E-01,1.103183E-01,7.434458E+02,1.032099E+02,3.856314E-02,1.021807E-02,3.966208E+03,7.733505E+02,1.972371E-01,7.368407E-02,7.641768E+02,1.175138E+02,3.963850E-02,1.163425E-02,7.378543E+02,1.051759E+02,3.827308E-02,1.041273E-02,2.244853E+03,2.962838E+02,1.164184E-01,2.933777E-02,7.250232E+02,1.000877E+02,3.760748E-02,9.908972E-03,4.034252E+03,5.828098E+02,2.092270E-01,5.770713E-02,3.644444E+03,5.096419E+02,1.889890E-01,5.046677E-02,4.085895E+03,8.804483E+02,2.118790E-01,8.718736E-02
08:50:00,6.195523E+03,1.129516E+03,3.212513E-01,1.118571E-01,7.465434E+02,1.027803E+02,3.872368E-02,1.017547E-02,4.096779E+03,9.190832E+02,2.076482E-01,8.869495E-02,7.673807E+02,1.180225E+02,3.980454E-02,1.168454E-02,7.409973E+02,1.049771E+02,3.843598E-02,1.039297E-02,2.252772E+03,2.991918E+02,1.168286E-01,2.962557E-02,7.281642E+02,9.958543E+01,3.777027E-02,9.859168E-03,4.044444E+03,5.831676E+02,2.097546E-01,5.774205E-02,3.647809E+03,5.121289E+02,1.891627E-01,5.071269E-02,4.100357E+03,8.932746E+02,2.126280E-01,8.845696E-02
09:00:00,6.217425E+03,1.145598E+03,3.223854E-01,1.134492E-01,7.496399E+02,1.025988E+02,3.888415E-02,1.015743E-02,4.225145E+03,1.064835E+03,2.179054E-01,1.037357E-01,7.705986E+02,1.187551E+02,3.997131E-02,1.175699E-02,7.441480E+02,1.050166E+02,3.859926E-02,1.039681E-02,2.260705E+03,3.028034E+02,1.172396E-01,2.998306E-02,7.313123E+02,9.932654E+01,3.793342E-02,9.833467E-03,4.054391E+03,5.847399E+02,2.102695E-01,5.789728E-02,3.650829E+03,5.153575E+02,1.893185E-01,5.103209E-02,4.114845E+03,9.060567E+02,2.133783E-01,8.972220E-02
09:10:00,6.222031E+03,1.177606E+03,3.225933E-01,1.166303E-01,7.503228E+02,1.048982E+02,3.891803E-02,1.038561E-02,4.111714E+03,1.038705E+03,2.131800E-01,1.029076E-01,7.713954E+02,1.219641E+02,4.001106E-02,1.207530E-02,7.448935E+02,1.075274E+02,3.863639E-02,1.064593E-02,2.262366E+03,3.127238E+02,1.173178E-01,3.096776E-02,7.320546E+02,1.015437E+02,3.797041E-02,1.005349E-02,4.050570E+03,5.999135E+02,2.100569E-01,5.940406E-02,3.643262E+03,5.285402E+02,1.889107E-01,5.234202E-02,4.117842E+03,9.291680E+02,2.135163E-01,9.201861E-02
09:20:00,6.227995E+03,1.209060E+03,3.228658E-01,1.197583E-01,7.510789E+02,1.073805E+02,3.895544E-02,1.063196E-02,4.047280E+03,1.040809E+03,2.098156E-01,1.031274E-01,7.722802E+02,1.253232E+02,4.005510E-02,1.240856E-02,7.457206E+02,1.102099E+02,3.867750E-02,1.091213E-02,2.264400E+03,3.229969E+02,1.174140E-01,3.198774E-02,7.328783E+02,1.039399E+02,3.801135E-02,1.029131E-02,4.047913E+03,6.160117E+02,2.099022E-01,6.100305E-02,3.636987E+03,5.422094E+02,1.885669E-01,5.370081E-02,4.121628E+03,9.516293E+02,2.136920E-01,9.425188E-02
09:30:00,6.233941E+03,1.240544E+03,3.231610E-01,1.228791E-01,7.518303E+02,1.100890E+02,3.899389E-02,1.090022E-02,3.999863E+03,1.049300E+03,2.073494E-01,1.039602E-01,7.731729E+02,1.288735E+02,4.010087E-02,1.276017E-02,7.465504E+02,1.131071E+02,3.872002E-02,1.119907E-02,2.266453E+03,3.337928E+02,1.175174E-01,3.305736E-02,7.337042E+02,1.065589E+02,3.805369E-02,1.055071E-02,4.046444E+03,6.336741E+02,2.098207E-01,6.275299E-02,3.632315E+03,5.570748E+02,1.883183E-01,5.517400E-02,4.125427E+03,9.737639E+02,2.138819E-01,9.644572E-02
09:40:00,6.239791E+03,1.271940E+03,3.234593E-01,1.259893E-01,7.525664E+02,1.130234E+02,3.903191E-02,1.119080E-02,3.962070E+03,1.061400E+03,2.053867E-01,1.051530E-01,7.740606E+02,1.326112E+02,4.014673E-02,1.313027E-02,7.473710E+02,1.162180E+02,3.876242E-02,1.150711E-02,2.268488E+03,3.450891E+02,1.176219E-01,3.417624E-02,7.345204E+02,1.094002E+02,3.809586E-02,1.083206E-02,4.046135E+03,6.528881E+02,2.098027E-01,6.465607E-02,3.629223E+03,5.731896E+02,1.881556E-01,5.677036E-02,4.129178E+03,9.954790E+02,2.140739E-01,9.859661E-02
09:50:00,6.245578E+03,1.303137E+03,3.237573E-01,1.290794E-01,7.532912E+02,1.161795E+02,3.906942E-02,1.150331E-02,3.932857E+03,1.076637E+03,2.038707E-01,1.066599E-01,7.749430E+02,1.365277E+02,4.019242E-02,1.351804E-02,7.481838E+02,1.195369E+02,3.880450E-02,1.183575E-02,2.270513E+03,3.568714E+02,1.177265E-01,3.534318E-02,7.353286E+02,1.124593E+02,3.813771E-02,1.113497E-02,4.046744E+03,6.735332E+02,2.098335E-01,6.670077E-02,3.627386E+03,5.904345E+02,1.880593E-01,5.847854E-02,4.132903E+03,1.016683E+03,2.142660E-01,1.006965E-01
10:00:00,6.251315E+03,1.334000E+03,3.240538E-01,1.321363E-01,7.540089E+02,1.195528E+02,3.910660E-02,1.183731E-02,3.909458E+03,1.094334E+03,2.026566E-01,1.084121E-01,7.758204E+02,1.406132E+02,4.023788E-02,1.392255E-02,7.489907E+02,1.230579E+02,3.884630E-02,1.218437E-02,2.272533E+03,3.690401E+02,1.178310E-01,3.654836E-02,7.361306E+02,1.157312E+02,3.817925E-02,1.145893E-02,4.048075E+03,6.954734E+02,2.099020E-01,6.887368E-02,3.626535E+03,6.086293E+02,1.880146E-01,6.028075E-02,4.136611E+03,1.037424E+03,2.144577E-01,1.027505E-01
10:10:00,6.251265E+03,1.369907E+03,3.240505E-01,1.356927E-01,7.538910E+02,1.239291E+02,3.910044E-02,1.227062E-02,3.890545E+03,1.114115E+03,2.016755E-01,1.103715E-01,7.758529E+02,1.456569E+02,4.023952E-02,1.442191E-02,7.489612E+02,1.275655E+02,3.884473E-02,1.263067E-02,2.272442E+03,3.836180E+02,1.178261E-01,3.799211E-02,7.360959E+02,1.200012E+02,3.817742E-02,1.188172E-02,4.045343E+03,7.230053E+02,2.097600E-01,7.160028E-02,3.622996E+03,6.310042E+02,1.878308E-01,6.249694E-02,4.136471E+03,1.061162E+03,2.144501E-01,1.051013E-01
10:20:00,6.251100E+03,1.405380E+03,3.240417E-01,1.392064E-01,7.537632E+02,1.285162E+02,3.909379E-02,1.272484E-02,3.874843E+03,1.135633E+03,2.008611E-01,1.125033E-01,7.758704E+02,1.508553E+02,4.024040E-02,1.493662E-02,7.489190E+02,1.322663E+02,3.884251E-02,1.309614E-02,2.272321E+03,3.986051E+02,1.178198E-01,3.947648E-02,7.360484E+02,1.244769E+02,3.817493E-02,1.232491E-02,4.042991E+03,7.516814E+02,2.096377E-01,7.444041E-02,3.620010E+03,6.542402E+02,1.876757E-01,6.479860E-02,4.136270E+03,1.084187E+03,2.144395E-01,1.073817E-01
10:30:00,6.250866E+03,1.440326E+03,3.240295E-01,1.426680E-01,7.536312E+02,1.333036E+02,3.908693E-02,1.319887E-02,3.861660E+03,1.158626E+03,2.001773E-01,1.147812E-01,7.758767E+02,1.561936E+02,4.024072E-02,1.546518E-02,7.488685E+02,1.371485E+02,3.883988E-02,1.357956E-02,2.272184E+03,4.139603E+02,1.178127E-01,4.099729E-02,7.359927E+02,1.291476E+02,3.817203E-02,1.278739E-02,4.040952E+03,7.813753E+02,2.095319E-01,7.738129E-02,3.617471E+03,6.782487E+02,1.875440E-01,6.717673E-02,4.136034E+03,1.106414E+03,2.144273E-01,1.095830E-01
10:40:00,6.250582E+03,1.474714E+03,3.240147E-01,1.460741E-01,7.534977E+02,1.382809E+02,3.908000E-02,1.369171E-02,3.850361E+03,1.182841E+03,1.995913E-01,1.171802E-01,7.758731E+02,1.616576E+02,4.024053E-02,1.600618E-02,7.488116E+02,1.422007E+02,3.883693E-02,1.407980E-02,2.272036E+03,4.296610E+02,1.178049E-01,4.255227E-02,7.359307E+02,1.340028E+02,3.816880E-02,1.326814E-02,4.039161E+03,8.119668E+02,2.094390E-01,8.041099E-02,3.615283E+03,7.029353E+02,1.874305E-01,6.962198E-02,4.135775E+03,1.127819E+03,2.144138E-01,1.117029E-01
10:50:00,6.250260E+03,1.508545E+03,3.239980E-01,1.494251E-01,7.533644E+02,1.434376E+02,3.907309E-02,1.420229E-02,3.840597E+03,1.208094E+03,1.990850E-01,1.196820E-01,7.758605E+02,1.672333E+02,4.023988E-02,1.655823E-02,7.487498E+02,1.474112E+02,3.883372E-02,1.459570E-02,2.271878E+03,4.456664E+02,1.177968E-01,4.413742E-02,7.358637E+02,1.390322E+02,3.816533E-02,1.376612E-02,4.037571E+03,8.433490E+02,2.093565E-01,8.351893E-02,3.613376E+03,7.282304E+02,1.873315E-01,7.212745E-02,4.135499E+03,1.148414E+03,2.143995E-01,1.137425E-01
11:00:00,6.249909E+03,1.541892E+03,3.239798E-01,1.527281E-01,7.532327E+02,1.487615E+02,3.906625E-02,1.472942E-02,3.832020E+03,1.234196E+03,1.986402E-01,1.222677E-01,7.758402E+02,1.729058E+02,4.023882E-02,1.711986E-02,7.486840E+02,1.527671E+02,3.883031E-02,1.512601E-02,2.271714E+03,4.619516E+02,1.177883E-01,4.575024E-02,7.357929E+02,1.442237E+02,3.816166E-02,1.428015E-02,4.036139E+03,8.754039E+02,2.092823E-01,8.669344E-02,3.611690E+03,7.540457E+02,1.872441E-01,7.468439E-02,4.135210E+03,1.168282E+03,2.143845E-01,1.157101E-01
11:10:00,6.249797E+03,1.574285E+03,3.239740E-01,1.559367E-01,7.531414E+02,1.541805E+02,3.906152E-02,1.526597E-02,3.824432E+03,1.260793E+03,1.982467E-01,1.249025E-01,7.758513E+02,1.786005E+02,4.023940E-02,1.768368E-02,7.486533E+02,1.581957E+02,3.882872E-02,1.566349E-02,2.271641E+03,4.782737E+02,1.177845E-01,4.736671E-02,7.357574E+02,1.495055E+02,3.815982E-02,1.480311E-02,4.035049E+03,9.076654E+02,2.092257E-01,8.988836E-02,3.610342E+03,7.799782E+02,1.871742E-01,7.725292E-02,4.135087E+03,1.187205E+03,2.143781E-01,1.175841E-01
11:20:00,6.249667E+03,1.606184E+03,3.239673E-01,1.590962E-01,7.530530E+02,1.597173E+02,3.905693E-02,1.581417E-02,3.817617E+03,1.287719E+03,1.978933E-01,1.275698E-01,7.758565E+02,1.843393E+02,4.023967E-02,1.825187E-02,7.486202E+02,1.637194E+02,3.882701E-02,1.621039E-02,2.271564E+03,4.946892E+02,1.177805E-01,4.899240E-02,7.357197E+02,1.549008E+02,3.815786E-02,1.533731E-02,4.034060E+03,9.402157E+02,2.091744E-01,9.311181E-02,3.609132E+03,8.060954E+02,1.871115E-01,7.983967E-02,4.134957E+03,1.205589E+03,2.143714E-01,1.194048E-01
11:30:00,6.249523E+03,1.637875E+03,3.239598E-01,1.622352E-01,7.529676E+02,1.653579E+02,3.905250E-02,1.637263E-02,3.811467E+03,1.314849E+03,1.975744E-01,1.302572E-01,7.758564E+02,1.901087E+02,4.023966E-02,1.882307E-02,7.485854E+02,1.693243E+02,3.882520E-02,1.676532E-02,2.271484E+03,5.111638E+02,1.177763E-01,5.062392E-02,7.356803E+02,1.603958E+02,3.815582E-02,1.588137E-02,4.033155E+03,9.729571E+02,2.091275E-01,9.635413E-02,3.608038E+03,8.323266E+02,1.870547E-01,8.243769E-02,4.134821E+03,1.223762E+03,2.143643E-01,1.212045E-01
11:40:00,6.249367E+03,1.670006E+03,3.239517E-01,1.654177E-01,7.528854E+02,1.710858E+02,3.904824E-02,1.693975E-02,3.805867E+03,1.342047E+03,1.972840E-01,1.329514E-01,7.758517E+02,1.958944E+02,4.023942E-02,1.939589E-02,7.485491E+02,1.749948E+02,3.882332E-02,1.732674E-02,2.271401E+03,5.276599E+02,1.177720E-01,5.225756E-02,7.356398E+02,1.659750E+02,3.815372E-02,1.643375E-02,4.032322E+03,1.005785E+03,2.090843E-01,9.960499E-02,3.607040E+03,8.585938E+02,1.870030E-01,8.503924E-02,4.134680E+03,1.242464E+03,2.143570E-01,1.230568E-01
11:50:00,6.249200E+03,1.703051E+03,3.239431E-01,1.686908E-01,7.528065E+02,1.768843E+02,3.904415E-02,1.751385E-02,3.800747E+03,1.369196E+03,1.970186E-01,1.356406E-01,7.758429E+02,2.016839E+02,4.023896E-02,1.996907E-02,7.485118E+02,1.807152E+02,3.882138E-02,1.789310E-02,2.271315E+03,5.441403E+02,1.177676E-01,5.388963E-02,7.355984E+02,1.716219E+02,3.815157E-02,1.699284E-02,4.031549E+03,1.038604E+03,2.090442E-01,1.028550E-01,3.606123E+03,8.848212E+02,1.869554E-01,8.763682E-02,4.134535E+03,1.262241E+03,2.143495E-01,1.250154E-01
12:00:00,6.249026E+03,1.737189E+03,3.239340E-01,1.720722E-01,7.527306E+02,1.827351E+02,3.904021E-02,1.809311E-02,3.796033E+03,1.396172E+03,1.967741E-01,1.383127E-01,7.758306E+02,2.074661E+02,4.023833E-02,2.054154E-02,7.484737E+02,1.864696E+02,3.881941E-02,1.846282E-02,2.271228E+03,5.605655E+02,1.177630E-01,5.551621E-02,7.355564E+02,1.773188E+02,3.814939E-02,1.755688E-02,4.030827E+03,1.071320E+03,2.090067E-01,1.060946E-01,3.605274E+03,9.109275E+02,1.869114E-01,9.022239E-02,4.134387E+03,1.283299E+03,2.143418E-01,1.271010E-01
12:10:00,6.249367E+03,1.772224E+03,3.239517E-01,1.755425E-01,7.527340E+02,1.885657E+02,3.904039E-02,1.867038E-02,3.770930E+03,1.409868E+03,1.954728E-01,1.396692E-01,7.758921E+02,2.131780E+02,4.024151E-02,2.110704E-02,7.485112E+02,1.921885E+02,3.882135E-02,1.902903E-02,2.271331E+03,5.768072E+02,1.177684E-01,5.712461E-02,7.355902E+02,1.829941E+02,3.815115E-02,1.811876E-02,4.030577E+03,1.103574E+03,2.089938E-01,1.092886E-01,3.604806E+03,9.366904E+02,1.868871E-01,9.277393E-02,4.134587E+03,1.305489E+03,2.143522E-01,1.292988E-01
12:20:00,6.249702E+03,1.808592E+03,3.239690E-01,1.791448E-01,7.527403E+02,1.944334E+02,3.904071E-02,1.925130E-02,3.746285E+03,1.423237E+03,1.941957E-01,1.409924E-01,7.759508E+02,2.188888E+02,4.024456E-02,2.167243E-02,7.485483E+02,1.979326E+02,3.882327E-02,1.959771E-02,2.271434E+03,5.930169E+02,1.177737E-01,5.872983E-02,7.356238E+02,1.887054E+02,3.815289E-02,1.868421E-02,4.030377E+03,1.135683E+03,2.089834E-01,1.124681E-01,3.604404E+03,9.623409E+02,1.868662E-01,9.531430E-02,4.134784E+03,1.329047E+03,2.143624E-01,1.316320E-01
12:30:00,6.250031E+03,1.846744E+03,3.239861E-01,1.829240E-01,7.527492E+02,2.003182E+02,3.904117E-02,1.983393E-02,3.721999E+03,1.436206E+03,1.929385E-01,1.422749E-01,7.760073E+02,2.245909E+02,4.024749E-02,2.223695E-02,7.485850E+02,2.036857E+02,3.882518E-02,2.016729E-02,2.271535E+03,6.091487E+02,1.177790E-01,6.032733E-02,7.356574E+02,1.944336E+02,3.815463E-02,1.925133E-02,4.030221E+03,1.167532E+03,2.089753E-01,1.156220E-01,3.604060E+03,9.877927E+02,1.868484E-01,9.783498E-02,4.134980E+03,1.353690E+03,2.143725E-01,1.340728E-01
12:40:00,6.250355E+03,1.886605E+03,3.240029E-01,1.868723E-01,7.527606E+02,2.062044E+02,3.904176E-02,2.041668E-02,3.698007E+03,1.448711E+03,1.916971E-01,1.435107E-01,7.760617E+02,2.302801E+02,4.025031E-02,2.280020E-02,7.486216E+02,2.094354E+02,3.882707E-02,2.073654E-02,2.271636E+03,6.251724E+02,1.177842E-01,6.191412E-02,7.356909E+02,2.001633E+02,3.815637E-02,1.981860E-02,4.030103E+03,1.199041E+03,2.089691E-01,1.187420E-01,3.603766E+03,1.012991E+03,1.868332E-01,1.003306E-01,4.135174E+03,1.378728E+03,2.143826E-01,1.365527E-01
12:50:00,6.250676E+03,1.928006E+03,3.240195E-01,1.909732E-01,7.527743E+02,2.120752E+02,3.904247E-02,2.099792E-02,3.674276E+03,1.460674E+03,1.904694E-01,1.446925E-01,7.761143E+02,2.359502E+02,4.025304E-02,2.336155E-02,7.486580E+02,2.151681E+02,3.882896E-02,2.130409E-02,2.271736E+03,6.410518E+02,1.177894E-01,6.348662E-02,7.357245E+02,2.058785E+02,3.815811E-02,2.038442E-02,4.030017E+03,1.230107E+03,2.089647E-01,1.218182E-01,3.603515E+03,1.037872E+03,1.868201E-01,1.027947E-01,4.135367E+03,1.403576E+03,2.143926E-01,1.390136E-01
13:00:00,6.250992E+03,1.971005E+03,3.240359E-01,1.952324E-01,7.527901E+02,2.179133E+02,3.904329E-02,2.157590E-02,3.650769E+03,1.472008E+03,1.892535E-01,1.458118E-01,7.761654E+02,2.415924E+02,4.025569E-02,2.392015E-02,7.486944E+02,2.208685E+02,3.883085E-02,2.186845E-02,2.271836E+03,6.567469E+02,1.177946E-01,6.504085E-02,7.357583E+02,2.115623E+02,3.815986E-02,2.094713E-02,4.029959E+03,1.260616E+03,2.089617E-01,1.248393E-01,3.603300E+03,1.062366E+03,1.868090E-01,1.052205E-01,4.135558E+03,1.427935E+03,2.144025E-01,1.414261E-01
13:10:00,6.251829E+03,2.015035E+03,3.240793E-01,1.995937E-01,7.528838E+02,2.236197E+02,3.904815E-02,2.214085E-02,3.668960E+03,1.509329E+03,1.901992E-01,1.495052E-01,7.762922E+02,2.471130E+02,4.026226E-02,2.446670E-02,7.488070E+02,2.264389E+02,3.883669E-02,2.241994E-02,2.272128E+03,6.719944E+02,1.178097E-01,6.655075E-02,7.358683E+02,2.171162E+02,3.816557E-02,2.149699E-02,4.030334E+03,1.289998E+03,2.089811E-01,1.277488E-01,3.603415E+03,1.086047E+03,1.868149E-01,1.075657E-01,4.136099E+03,1.451214E+03,2.144306E-01,1.437315E-01
13:20:00,6.252663E+03,2.060657E+03,3.241225E-01,2.041126E-01,7.529792E+02,2.292545E+02,3.905310E-02,2.269870E-02,3.687059E+03,1.546092E+03,1.911391E-01,1.531448E-01,7.764179E+02,2.525768E+02,4.026878E-02,2.500762E-02,7.489196E+02,2.319402E+02,3.884253E-02,2.296457E-02,2.272420E+03,6.869486E+02,1.178248E-01,6.803158E-02,7.359786E+02,2.226009E+02,3.817129E-02,2.203999E-02,4.030711E+03,1.318580E+03,2.090007E-01,1.305790E-01,3.603533E+03,1.109173E+03,1.868210E-01,1.098560E-01,4.136639E+03,1.473613E+03,2.144585E-01,1.459497E-01
13:30:00,6.253494E+03,2.107204E+03,3.241656E-01,2.087232E-01,7.530761E+02,2.348043E+02,3.905812E-02,2.324814E-02,3.705177E+03,1.582165E+03,1.920776E-01,1.567186E-01,7.765426E+02,2.579732E+02,4.027525E-02,2.554188E-02,7.490323E+02,2.373592E+02,3.884837E-02,2.350106E-02,2.272711E+03,7.015803E+02,1.178399E-01,6.948048E-02,7.360891E+02,2.280037E+02,3.817702E-02,2.257486E-02,4.031088E+03,1.346295E+03,2.090202E-01,1.333233E-01,3.603651E+03,1.131698E+03,1.868272E-01,1.120868E-01,4.137178E+03,1.495046E+03,2.144865E-01,1.480723E-01
13:40:00,6.254323E+03,2.154123E+03,3.242086E-01,2.133705E-01,7.531744E+02,2.402512E+02,3.906322E-02,2.378739E-02,3.723352E+03,1.617435E+03,1.930178E-01,1.602142E-01,7.766664E+02,2.632860E+02,4.028167E-02,2.606785E-02,7.491450E+02,2.426779E+02,3.885422E-02,2.402761E-02,2.273002E+03,7.158398E+02,1.178550E-01,7.089250E-02,7.361998E+02,2.333068E+02,3.818276E-02,2.309988E-02,4.031467E+03,1.373029E+03,2.090399E-01,1.359704E-01,3.603772E+03,1.153539E+03,1.868334E-01,1.142497E-01,4.137715E+03,1.515407E+03,2.145143E-01,1.500886E-01
13:50:00,6.255150E+03,2.201006E+03,3.242514E-01,2.180142E-01,7.532739E+02,2.455791E+02,3.906838E-02,2.431485E-02,3.741595E+03,1.651817E+03,1.939611E-01,1.636225E-01,7.767895E+02,2.684994E+02,4.028805E-02,2.658398E-02,7.492577E+02,2.478798E+02,3.886006E-02,2.454261E-02,2.273292E+03,7.296813E+02,1.178701E-01,7.226313E-02,7.363106E+02,2.384949E+02,3.818850E-02,2.361350E-02,4.031850E+03,1.398693E+03,2.090597E-01,1.385116E-01,3.603897E+03,1.174622E+03,1.868399E-01,1.163376E-01,4.138252E+03,1.534623E+03,2.145422E-01,1.519916E-01
14:00:00,6.255974E+03,2.247470E+03,3.242941E-01,2.226163E-01,7.533745E+02,2.507734E+02,3.907360E-02,2.482909E-02,3.759914E+03,1.685245E+03,1.949081E-01,1.669366E-01,7.769118E+02,2.735986E+02,4.029440E-02,2.708881E-02,7.493705E+02,2.529503E+02,3.886591E-02,2.504459E-02,2.273582E+03,7.430660E+02,1.178851E-01,7.358853E-02,7.364216E+02,2.435539E+02,3.819426E-02,2.411434E-02,4.032238E+03,1.423216E+03,2.090798E-01,1.409398E-01,3.604030E+03,1.194888E+03,1.868468E-01,1.183445E-01,4.138788E+03,1.552641E+03,2.145699E-01,1.537759E-01
14:10:00,6.256273E+03,2.293511E+03,3.243096E-01,2.271765E-01,7.533999E+02,2.558827E+02,3.907491E-02,2.533491E-02,3.757564E+03,1.703977E+03,1.947835E-01,1.687952E-01,7.769567E+02,2.786313E+02,4.029672E-02,2.758704E-02,7.494070E+02,2.579375E+02,3.886781E-02,2.553832E-02,2.273678E+03,7.560775E+02,1.178901E-01,7.487695E-02,7.364566E+02,2.485325E+02,3.819607E-02,2.460723E-02,4.032216E+03,1.446851E+03,2.090787E-01,1.432801E-01,3.603863E+03,1.214473E+03,1.868381E-01,1.202841E-01,4.138972E+03,1.569628E+03,2.145795E-01,1.554581E-01
